X,Y,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,gpxx_WaypointExtension
101.254636031,0.938802995,38.578,,,,B-W-250M-OPEve,B-W-250M-OPEve,B-W-250M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254430003,0.936895022,37.617,,,,B-W-50M-BCveg1,B-W-50M-BCveg1,B-W-50M-BCveg1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25451399,0.937102977,38.098,,,,B-W-50M-BCveg2,B-W-50M-BCveg2,B-W-50M-BCveg2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254233029,0.937002981,36.896,,,,B-W-50M-BCveg3,B-W-50M-BCveg3,B-W-50M-BCveg3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254330007,0.937213032,37.136,,,,B-W-50M-BCveg4,B-W-50M-BCveg4,B-W-50M-BCveg4,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254206039,0.937165003,41.462,,,,B-W-50M-Buff 1,B-W-50M-Buff 1,B-W-50M-Buff 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254403014,0.937041035,38.098,,,,B-W-50M-Buffer,B-W-50M-Buffer,B-W-50M-Buffer,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.252999967,0.937843015,50.835,,,,B-W-50M-OPcore,B-W-50M-OPcore,B-W-50M-OPcore,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.253111027,0.937884003,50.835,,,,B-W-50M-OPCv 1,B-W-50M-OPCv 1,B-W-50M-OPCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.252928972,0.937992968,51.796,,,,B-W-50M-OPCv 2,B-W-50M-OPCv 2,B-W-50M-OPCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.252848003,0.93779197,52.277,,,,B-W-50M-OPCv 3,B-W-50M-OPCv 3,B-W-50M-OPCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.253029974,0.937650986,51.075,,,,B-W-50M-OPCveg,B-W-50M-OPCveg,B-W-50M-OPCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.253966987,0.937313028,41.222,,,,B-W-50M-OPedge,B-W-50M-OPedge,B-W-50M-OPedge,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254072012,0.937313028,39.78,,,,B-W-50M-OPEv 1,B-W-50M-OPEv 1,B-W-50M-OPEv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.253905967,0.937459962,41.222,,,,B-W-50M-OPEv 2,B-W-50M-OPEv 2,B-W-50M-OPEv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25382198,0.937206997,41.943,,,,B-W-50M-OPEv 3,B-W-50M-OPEv 3,B-W-50M-OPEv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254061032,0.937199034,40.501,,,,B-W-50M-OPEveg,B-W-50M-OPEveg,B-W-50M-OPEveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25608501,0.941092009,45.548,,,,C-E-150M-BCv 1,C-E-150M-BCv 1,C-E-150M-BCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256306963,0.941030988,50.114,,,,C-E-150M-BCv 2,C-E-150M-BCv 2,C-E-150M-BCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25638701,0.941283032,51.075,,,,C-E-150M-BCv 3,C-E-150M-BCv 3,C-E-150M-BCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256166985,0.941284038,45.067,,,,C-E-150M-BCveg,C-E-150M-BCveg,C-E-150M-BCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256452976,0.941135008,49.874,,,,C-E-150M-Buf 1,C-E-150M-Buf 1,C-E-150M-Buf 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256201016,0.941173984,49.633,,,,C-E-150M-Buffe,C-E-150M-Buffe,C-E-150M-Buffe,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25738496,0.940885982,46.75,,,,C-E-150M-OPC 1,C-E-150M-OPC 1,C-E-150M-OPC 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257620994,0.940850023,46.029,,,,C-E-150M-OPC 2,C-E-150M-OPC 2,C-E-150M-OPC 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257629963,0.941120004,45.548,,,,C-E-150M-OPC 3,C-E-150M-OPC 3,C-E-150M-OPC 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25756165,0.941003161,,,,,C-E-150m-OPcor,C-E-150m-OPcor,C-E-150m-OPcor,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25737004,0.941132996,45.548,,,,C-E-150M-OPCve,C-E-150M-OPCve,C-E-150M-OPCve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256609969,0.941240033,52.517,,,,C-E-150M-OPE 1,C-E-150M-OPE 1,C-E-150M-OPE 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256809961,0.941204997,51.075,,,,C-E-150M-OPE 2,C-E-150M-OPE 2,C-E-150M-OPE 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256771991,0.94100601,47.711,,,,C-E-150M-OPE 3,C-E-150M-OPE 3,C-E-150M-OPE 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25672698,0.941123022,48.672,,,,C-E-150M-OPedg,C-E-150M-OPedg,C-E-150M-OPedg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25657401,0.941002993,49.153,,,,C-E-150M-OPEve,C-E-150M-OPEve,C-E-150M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256278967,0.942786997,38.578,,,,C-E-350M-BCv 1,C-E-350M-BCv 1,C-E-350M-BCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25644099,0.942772999,40.741,,,,C-E-350M-BCv 2,C-E-350M-BCv 2,C-E-350M-BCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25647896,0.942965029,42.904,,,,C-E-350M-BCv 3,C-E-350M-BCv 3,C-E-350M-BCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256236974,0.943009034,42.904,,,,C-E-350M-BCveg,C-E-350M-BCveg,C-E-350M-BCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256554984,0.942880036,42.424,,,,C-E-350M-Buf 1,C-E-350M-Buf 1,C-E-350M-Buf 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256351974,0.942910966,41.462,,,,C-E-350M-Buffe,C-E-350M-Buffe,C-E-350M-Buffe,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257698024,0.94297098,45.067,,,,C-E-350M-OPC 1,C-E-350M-OPC 1,C-E-350M-OPC 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257902961,0.942911971,43.385,,,,C-E-350M-OPC 2,C-E-350M-OPC 2,C-E-350M-OPC 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257931041,0.942698987,44.346,,,,C-E-350M-OPC 3,C-E-350M-OPC 3,C-E-350M-OPC 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257826015,0.942777023,44.587,,,,C-E-350m-OPcor,C-E-350m-OPcor,C-E-350m-OPcor,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257661982,0.942740981,44.827,,,,C-E-350M-OPCve,C-E-350M-OPCve,C-E-350M-OPCve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256727986,0.942971986,41.703,,,,C-E-350M-OPE 1,C-E-350M-OPE 1,C-E-350M-OPE 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256953962,0.942747016,40.982,,,,C-E-350M-OPE 2,C-E-350M-OPE 2,C-E-350M-OPE 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256907023,0.942966035,41.462,,,,C-E-350M-OPE 3,C-E-350M-OPE 3,C-E-350M-OPE 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25685296,0.942897974,41.462,,,,C-E-350M-OPedg,C-E-350M-OPedg,C-E-350M-OPedg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256704014,0.942736035,42.183,,,,C-E-350M-OPEve,C-E-350M-OPEve,C-E-350M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255954001,0.941997003,34.012,,,,C-W-250M-BCv 1,C-W-250M-BCv 1,C-W-250M-BCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255710004,0.942015024,35.454,,,,C-W-250M-BCv 2,C-W-250M-BCv 2,C-W-250M-BCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255733976,0.942270001,35.214,,,,C-W-250M-BCv 3,C-W-250M-BCv 3,C-W-250M-BCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255976968,0.942247035,34.493,,,,C-W-250M-BCveg,C-W-250M-BCveg,C-W-250M-BCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255577989,0.942155002,34.733,,,,C-W-250M-Buf 1,C-W-250M-Buf 1,C-W-250M-Buf 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255843025,0.942112003,34.733,,,,C-W-250M-Buffe,C-W-250M-Buffe,C-W-250M-Buffe,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254611975,0.942162964,34.252,,,,C-W-250M-OPC 1,C-W-250M-OPC 1,C-W-250M-OPC 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254446013,0.942204036,36.415,,,,C-W-250M-OPC 2,C-W-250M-OPC 2,C-W-250M-OPC 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254431009,0.942422971,38.338,,,,C-W-250M-OPC 3,C-W-250M-OPC 3,C-W-250M-OPC 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254512062,0.942321047,,,,,C-W-250M-OPcor,C-W-250M-OPcor,C-W-250M-OPcor,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254641982,0.942420959,34.973,,,,C-W-250M-OPCve,C-W-250M-OPCve,C-W-250M-OPCve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255461983,0.94230596,36.175,,,,C-W-250M-OPE 1,C-W-250M-OPE 1,C-W-250M-OPE 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255229972,0.942323981,36.175,,,,C-W-250M-OPE 2,C-W-250M-OPE 2,C-W-250M-OPE 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255225027,0.942092976,36.175,,,,C-W-250M-OPE 3,C-W-250M-OPE 3,C-W-250M-OPE 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255346984,0.942162964,35.694,,,,C-W-250M-OPedg,C-W-250M-OPedg,C-W-250M-OPedg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255463995,0.942042014,36.175,,,,C-W-250M-OPEve,C-W-250M-OPEve,C-W-250M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255747974,0.940281982,40.02,,,,C-W-50M-BCveg1,C-W-50M-BCveg1,C-W-50M-BCveg1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255797008,0.94050603,39.059,,,,C-W-50M-BCveg2,C-W-50M-BCveg2,C-W-50M-BCveg2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255519986,0.940274019,40.501,,,,C-W-50M-BCveg3,C-W-50M-BCveg3,C-W-50M-BCveg3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255592993,0.94050603,40.261,,,,C-W-50M-BCveg4,C-W-50M-BCveg4,C-W-50M-BCveg4,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255441029,0.940409973,40.261,,,,C-W-50M-Buff 1,C-W-50M-Buff 1,C-W-50M-Buff 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255658958,0.940386001,39.78,,,,C-W-50M-Buffer,C-W-50M-Buffer,C-W-50M-Buffer,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254277034,0.940692024,35.454,,,,C-W-50m-OPcore,C-W-50m-OPcore,C-W-50m-OPcore,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254336964,0.940555986,34.733,,,,C-W-50M-OPCv 1,C-W-50M-OPCv 1,C-W-50M-OPCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254092967,0.940616,36.656,,,,C-W-50M-OPCv 2,C-W-50M-OPCv 2,C-W-50M-OPCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254115012,0.940809036,38.338,,,,C-W-50M-OPCv 3,C-W-50M-OPCv 3,C-W-50M-OPCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254336964,0.940790009,35.694,,,,C-W-50M-OPCveg,C-W-50M-OPCveg,C-W-50M-OPCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255164007,0.94044501,41.703,,,,C-W-50M-OPedge,C-W-50M-OPedge,C-W-50M-OPedge,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255287975,0.940314,41.462,,,,C-W-50M-OPEv 1,C-W-50M-OPEv 1,C-W-50M-OPEv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255036015,0.940332022,41.222,,,,C-W-50M-OPEv 2,C-W-50M-OPEv 2,C-W-50M-OPEv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25506904,0.940596974,41.462,,,,C-W-50M-OPEv 3,C-W-50M-OPEv 3,C-W-50M-OPEv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255323011,0.940548023,41.462,,,,C-W-50M-OPEveg,C-W-50M-OPEveg,C-W-50M-OPEveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256024996,0.944646019,43.145,,,,D-E-150M-BCv 1,D-E-150M-BCv 1,D-E-150M-BCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256197998,0.944589023,45.067,,,,D-E-150M-BCv 2,D-E-150M-BCv 2,D-E-150M-BCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256253989,0.944801001,42.424,,,,D-E-150M-BCv 3,D-E-150M-BCv 3,D-E-150M-BCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256051986,0.944842994,42.904,,,,D-E-150M-BCveg,D-E-150M-BCveg,D-E-150M-BCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256367983,0.944704022,38.338,,,,D-E-150M-Buf 1,D-E-150M-Buf 1,D-E-150M-Buf 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256152987,0.94471802,42.904,,,,D-E-150M-Buffe,D-E-150M-Buffe,D-E-150M-Buffe,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257497026,0.94439297,45.548,,,,D-E-150M-OPC 1,D-E-150M-OPC 1,D-E-150M-OPC 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257696012,0.944370003,46.75,,,,D-E-150M-OPC 2,D-E-150M-OPC 2,D-E-150M-OPC 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257749991,0.944563961,44.587,,,,D-E-150M-OPC 3,D-E-150M-OPC 3,D-E-150M-OPC 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257651001,0.944481986,45.307,,,,D-E-150m-OPcor,D-E-150m-OPcor,D-E-150m-OPcor,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257529967,0.944614001,44.827,,,,D-E-150M-OPCve,D-E-150M-OPCve,D-E-150M-OPCve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256504022,0.94450797,37.857,,,,D-E-150M-OPE 1,D-E-150M-OPE 1,D-E-150M-OPE 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256707031,0.94453102,37.617,,,,D-E-150M-OPE 2,D-E-150M-OPE 2,D-E-150M-OPE 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256719017,0.944733024,37.136,,,,D-E-150M-OPE 3,D-E-150M-OPE 3,D-E-150M-OPE 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256580967,0.944635961,37.377,,,,D-E-150M-OPedg,D-E-150M-OPedg,D-E-150M-OPedg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256480971,0.944723971,36.896,,,,D-E-150M-OPEve,D-E-150M-OPEve,D-E-150M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257130988,0.946246041,35.694,,,,D-E-350M-BCv 1,D-E-350M-BCv 1,D-E-350M-BCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257332992,0.946133975,36.415,,,,D-E-350M-BCv 2,D-E-350M-BCv 2,D-E-350M-BCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257458972,0.946332039,36.415,,,,D-E-350M-BCv 3,D-E-350M-BCv 3,D-E-350M-BCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257270966,0.946413008,34.973,,,,D-E-350M-BCveg,D-E-350M-BCveg,D-E-350M-BCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257482022,0.946244029,39.299,,,,D-E-350M-Buf 1,D-E-350M-Buf 1,D-E-350M-Buf 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257274989,0.946262972,35.454,,,,D-E-350M-Buffe,D-E-350M-Buffe,D-E-350M-Buffe,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.258534035,0.945549002,45.067,,,,D-E-350M-OPC 1,D-E-350M-OPC 1,D-E-350M-OPC 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.258728998,0.945435008,42.424,,,,D-E-350M-OPC 2,D-E-350M-OPC 2,D-E-350M-OPC 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.258816002,0.945650004,39.54,,,,D-E-350M-OPC 3,D-E-350M-OPC 3,D-E-350M-OPC 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.258673007,0.945605999,42.664,,,,D-E-350M-OPcor,D-E-350M-OPcor,D-E-350M-OPcor,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.258617016,0.945762992,42.183,,,,D-E-350M-OPCve,D-E-350M-OPCve,D-E-350M-OPCve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257674973,0.946266996,43.625,,,,D-E-350M-OPE 1,D-E-350M-OPE 1,D-E-350M-OPE 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257810006,0.945970025,47.711,,,,D-E-350M-OPE 2,D-E-350M-OPE 2,D-E-350M-OPE 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257876977,0.946173035,48.672,,,,D-E-350M-OPE 3,D-E-350M-OPE 3,D-E-350M-OPE 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257742029,0.94611302,46.75,,,,D-E-350M-OPedg,D-E-350M-OPedg,D-E-350M-OPedg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.257609008,0.946077984,42.183,,,,D-E-350M-OPEve,D-E-350M-OPEve,D-E-350M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25621099,0.945647992,43.385,,,,D-W-250M-BCv 1,D-W-250M-BCv 1,D-W-250M-BCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255992977,0.945751006,43.865,,,,D-W-250M-BCv 2,D-W-250M-BCv 2,D-W-250M-BCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25612298,0.945937,43.625,,,,D-W-250M-BCv 3,D-W-250M-BCv 3,D-W-250M-BCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.256351974,0.945855025,43.385,,,,D-W-250M-BCveg,D-W-250M-BCveg,D-W-250M-BCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255917959,0.945834992,43.385,,,,D-W-250M-Buf 1,D-W-250M-Buf 1,D-W-250M-Buf 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
