timepoint,date,river,treatment,point,replicate,rainfall.mm,water+total.K.K2O.g,soil.C,soil.K.K2O,soil.N.NO3.NH4,soil.P.P2O5,water+total.N.NO3.NH4,water+total.P.P2O5,water+total.K.K2O.g
na-post1/2,18/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,18/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,18/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,18/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,18/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,18/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,19/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,20/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,21/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,22/07/2020,PLPE,A,buffer.core,1,43.84,0.29,5.87,0.04,0.56,0.27,0.08,0.01,0.29
na-post1/2,22/07/2020,PLPE,A,buffer.core,2,43.84,0.27,8.21,0.02,0.59,0.07,0.06,0.02,0.27
na-post1/2,22/07/2020,PLPE,A,OP.edge,1,43.84,0.5,5.75,0.01,0.36,0.11,0.1,0.01,0.5
na-post1/2,22/07/2020,PLPE,A,OP.edge,2,43.84,0.4,3.12,0.02,0.29,0.14,0.09,0.01,0.4
na-post1/2,22/07/2020,PLPE,B,buffer.core,1,43.84,1.28,6.27,0.04,0.74,0.21,0.32,0.02,1.28
na-post1/2,22/07/2020,PLPE,B,buffer.core,2,43.84,0.64,7.22,0.06,0.53,0.11,0.3,0.01,0.64
na-post1/2,22/07/2020,PLPE,B,OP.edge,1,43.84,0.83,10.42,0.06,1.11,0.02,0.22,0.01,0.83
na-post1/2,22/07/2020,PLPE,B,OP.edge,2,43.84,1.64,7.9,0.04,0.69,0.09,0.42,0.03,1.64
na-post1/2,22/07/2020,PLPE,C,buffer.core,1,43.84,0.08,7.56,0.04,0.49,0.14,0.02,0.01,0.08
na-post1/2,22/07/2020,PLPE,C,buffer.core,2,43.84,0.38,8.01,0,0.49,0.18,0.12,0.03,0.38
na-post1/2,22/07/2020,PLPE,C,OP.edge,1,43.84,1.01,3.82,0.05,0.41,0.27,0.27,0.02,1.01
na-post1/2,22/07/2020,PLPE,C,OP.edge,2,43.84,1.05,10,0.07,0.54,0.09,0.33,0.08,1.05
na-post1/2,22/07/2020,PLPE,D,buffer.core,1,43.84,0.33,7.6,0.07,0.37,0.02,0.11,0.03,0.33
na-post1/2,22/07/2020,PLPE,D,buffer.core,2,43.84,0.15,4.14,0.04,0.28,0.18,0.04,0.01,0.15
na-post1/2,22/07/2020,PLPE,D,OP.edge,1,43.84,0.92,3.25,0.05,0.35,0.09,0.42,0.09,0.92
na-post1/2,22/07/2020,PLPE,D,OP.edge,2,43.84,0.42,4.31,0.02,0.28,0.05,0.14,0.03,0.42
na-post1/2,23/07/2020,PLPE,A,buffer.core,1,67.2,1.2,7.85,0.04,0.58,0.16,0.29,0.02,1.2
na-post1/2,23/07/2020,PLPE,A,buffer.core,2,67.2,0.72,8.62,0.05,0.48,0.07,0.16,0.01,0.72
na-post1/2,23/07/2020,PLPE,A,OP.edge,1,67.2,2.54,2.49,0,0.18,0.14,0.47,0.05,2.54
na-post1/2,23/07/2020,PLPE,A,OP.edge,2,67.2,1.5,1.66,0.02,0.12,0,0.32,0.02,1.5
na-post1/2,23/07/2020,PLPE,B,buffer.core,1,67.2,1.93,6.92,0.05,0.44,0.16,0.48,0.03,1.93
na-post1/2,23/07/2020,PLPE,B,buffer.core,2,67.2,1.42,4.8,0.02,0.37,0.05,0.11,0.03,1.42
na-post1/2,23/07/2020,PLPE,B,OP.edge,1,67.2,1.73,3.33,0.01,0.23,0.07,0.41,0.04,1.73
na-post1/2,23/07/2020,PLPE,B,OP.edge,2,67.2,2.83,3.47,0.04,0.23,0.07,0.83,0.04,2.83
na-post1/2,23/07/2020,PLPE,C,buffer.core,1,67.2,3.68,21.06,0.13,1.45,0.5,0.56,0.08,3.68
na-post1/2,23/07/2020,PLPE,C,buffer.core,2,67.2,1.4,4.9,0.04,0.49,0.05,0.23,0.03,1.4
na-post1/2,23/07/2020,PLPE,C,OP.edge,1,67.2,2.9,3.68,0.02,0.25,0.27,0.4,0.07,2.9
na-post1/2,23/07/2020,PLPE,C,OP.edge,2,67.2,1.75,1.85,0.04,0.25,0.02,0.45,0.02,1.75
na-post1/2,23/07/2020,PLPE,D,buffer.core,1,67.2,1.05,7.68,0.04,0.59,0.18,0.2,0.02,1.05
na-post1/2,23/07/2020,PLPE,D,buffer.core,2,67.2,1.37,10.37,0.07,0.81,0.09,0.18,0.03,1.37
na-post1/2,23/07/2020,PLPE,D,OP.edge,1,67.2,2.42,2.6,0.02,0.25,0.23,0.66,0.06,2.42
na-post1/2,23/07/2020,PLPE,D,OP.edge,2,67.2,2.07,3.03,0.02,0.28,0.02,0.53,0.05,2.07
na-post1/2,24/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,24/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,25/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,26/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,31/07/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/08/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/08/2020,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/08/2020,PLPE,A,buffer.core,1,67.76,1.42,9.18,0.1,0.77,0.07,0.53,0.05,1.42
na-post1/2,03/08/2020,PLPE,A,buffer.core,2,67.76,1.11,10.08,0.06,0.75,0.09,0.54,0.03,1.11
na-post1/2,03/08/2020,PLPE,A,OP.edge,1,67.76,3.05,2.05,0.02,0.2,0.07,1.16,0.1,3.05
na-post1/2,03/08/2020,PLPE,A,OP.edge,2,67.76,4.79,2.42,0,0.22,0,1.56,0.17,4.79
na-post1/2,03/08/2020,PLPE,B,buffer.core,1,67.76,0.38,3.39,0.02,0.3,0.16,0.23,0.02,0.38
na-post1/2,03/08/2020,PLPE,B,buffer.core,2,67.76,0.68,2.68,0.04,0.49,0.16,0.36,0.03,0.68
na-post1/2,03/08/2020,PLPE,B,OP.edge,1,67.76,0.92,6.04,0.06,0.52,0.18,0.47,0.04,0.92
na-post1/2,03/08/2020,PLPE,B,OP.edge,2,67.76,1.01,6.55,0.04,0.54,0.07,0.56,0.05,1.01
na-post1/2,03/08/2020,PLPE,C,buffer.core,1,67.76,0.79,34.34,0.25,2.51,0.66,0.41,0.07,0.79
na-post1/2,03/08/2020,PLPE,C,buffer.core,2,67.76,1.25,6.32,0.04,0.58,0.09,0.62,0.06,1.25
na-post1/2,03/08/2020,PLPE,C,OP.edge,1,67.76,1.36,5.21,0.05,0.48,0.14,0.88,0.09,1.36
na-post1/2,03/08/2020,PLPE,C,OP.edge,2,67.76,2.15,4.07,0.04,0.42,0.05,1.2,0.11,2.15
na-post1/2,03/08/2020,PLPE,D,buffer.core,1,67.76,8.13,6.71,0.06,0.5,0.39,0.76,0.41,8.13
na-post1/2,03/08/2020,PLPE,D,buffer.core,2,67.76,2.9,37.54,0.25,3.24,0.37,0.21,0.1,2.9
na-post1/2,03/08/2020,PLPE,D,OP.edge,1,67.76,17.69,20.27,0.24,2.01,1.21,1.35,0.94,17.69
na-post1/2,03/08/2020,PLPE,D,OP.edge,2,67.76,5.5,23.39,0.16,2.02,0.23,0.23,0.15,5.5
na-post1/2,04/08/2020,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/08/2020,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
