timepoint,date,river,treatment,point,replicate,rainfall.mm,water+total.K.K2O.g,soil.C,soil.K.K2O,soil.N.NO3.NH4,soil.P.P2O5,water+total.N.NO3.NH4,water+total.P.P2O5,water+total.K.K2O.g
planting,12/10/2018,PLPE,D,buffer.core,2,0,0,12.55,0.02,0.82,1.03,0,0,0
planting,12/10/2018,PLPE,D,OP.edge,1,0,0,18.56,0.1,1.31,0.64,0,0,0
planting,12/10/2018,PLPE,D,OP.edge,2,0,0,22.17,0.05,1.04,0.64,0,0,0
planting,13/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,13/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,14/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,15/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,16/10/2018,PLPE,A,buffer.core,1,39.95,2.98,28.53,0.01,0.86,0.41,0.05,0.03,2.98
planting,16/10/2018,PLPE,A,buffer.core,2,39.95,1.02,115.55,0.22,4.76,1.21,0.09,0.04,1.02
planting,16/10/2018,PLPE,A,OP.edge,1,39.95,1.32,22.01,0.08,0.87,0.39,0.16,0.07,1.32
planting,16/10/2018,PLPE,A,OP.edge,2,39.95,4.96,57.91,0.16,2.09,0.82,0.31,0.1,4.96
planting,16/10/2018,PLPE,B,buffer.core,1,39.95,1.42,40.49,0.01,1.46,0.46,0.2,0.1,1.42
planting,16/10/2018,PLPE,B,buffer.core,2,39.95,1.35,42.43,0.12,1.79,0.73,0.17,0.1,1.35
planting,16/10/2018,PLPE,B,OP.edge,1,39.95,1.03,31.06,0.01,1.28,0.69,0.56,0.04,1.03
planting,16/10/2018,PLPE,B,OP.edge,2,39.95,1.52,50.56,0.16,1.85,0.8,0.18,0.16,1.52
planting,16/10/2018,PLPE,C,buffer.core,1,39.95,1.8,149.58,0.51,7.67,4.17,0.25,0.15,1.8
planting,16/10/2018,PLPE,C,buffer.core,2,39.95,1.72,152.88,0.55,7.22,2.38,0.31,0.07,1.72
planting,16/10/2018,PLPE,C,OP.edge,1,39.95,1.96,127.97,0.75,6.62,4.4,0.25,0.07,1.96
planting,16/10/2018,PLPE,C,OP.edge,2,39.95,1.99,46.59,0.13,1.35,1.17,0.15,0.1,1.99
planting,16/10/2018,PLPE,D,buffer.core,1,39.95,13.39,51.99,0.29,4.26,1.81,0.08,0.04,13.39
planting,16/10/2018,PLPE,D,buffer.core,2,39.95,9.9,39.78,0.48,3.82,1.83,0.07,0.02,9.9
planting,16/10/2018,PLPE,D,OP.edge,1,39.95,5.98,47.62,0.19,4.14,1.6,0.6,0.21,5.98
planting,16/10/2018,PLPE,D,OP.edge,2,39.95,0.91,54.46,0.41,4.95,2.11,0.03,0.02,0.91
planting,17/10/2018,PLPE,A,buffer.core,1,13,0.17,0,0,0,0,0.01,0,0.17
planting,17/10/2018,PLPE,A,buffer.core,2,13,0.3,0,0,0,0,0.03,0.02,0.3
planting,17/10/2018,PLPE,A,OP.edge,1,13,0.49,0,0,0,0,0.02,0.03,0.49
planting,17/10/2018,PLPE,A,OP.edge,2,13,0.43,0,0,0,0,0.02,0.01,0.43
planting,17/10/2018,PLPE,B,buffer.core,1,13,0.35,0,0,0,0,0.05,0.02,0.35
planting,17/10/2018,PLPE,B,buffer.core,2,13,0.33,0,0,0,0,0.05,0.02,0.33
planting,17/10/2018,PLPE,B,OP.edge,1,13,0.44,0,0,0,0,0.28,0.03,0.44
planting,17/10/2018,PLPE,B,OP.edge,2,13,0.33,0,0,0,0,0.09,0.01,0.33
planting,17/10/2018,PLPE,C,buffer.core,1,13,0.38,0,0,0,0,0.08,0.03,0.38
planting,17/10/2018,PLPE,C,buffer.core,2,13,2.57,0,0,0,0,0.02,0.01,2.57
planting,17/10/2018,PLPE,C,OP.edge,1,13,0.61,0,0,0,0,0.13,0.02,0.61
planting,17/10/2018,PLPE,C,OP.edge,2,13,1.26,0,0,0,0,0.01,0.06,1.26
planting,17/10/2018,PLPE,D,buffer.core,1,13,2.14,0,0,0,0,0.02,0.01,2.14
planting,17/10/2018,PLPE,D,buffer.core,2,13,0.3,0,0,0,0,0.04,0.02,0.3
planting,17/10/2018,PLPE,D,OP.edge,1,13,2.49,0,0,0,0,0.45,0.1,2.49
planting,17/10/2018,PLPE,D,OP.edge,2,13,0.57,0,0,0,0,0.01,0.02,0.57
planting,18/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,18/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,19/10/2018,PLPE,A,buffer.core,1,52.95,3.28,0,0,0,0,0.43,0.57,3.28
planting,19/10/2018,PLPE,A,buffer.core,2,52.95,3.25,0,0,0,0,0.48,0.84,3.25
planting,19/10/2018,PLPE,A,OP.edge,1,52.95,2.51,0,0,0,0,0.15,0.78,2.51
planting,19/10/2018,PLPE,A,OP.edge,2,52.95,2.93,0,0,0,0,0.28,1.13,2.93
planting,19/10/2018,PLPE,B,buffer.core,1,52.95,15.88,0,0,0,0,0.65,0.25,15.88
planting,19/10/2018,PLPE,B,buffer.core,2,52.95,3.76,0,0,0,0,0.82,0.25,3.76
planting,19/10/2018,PLPE,B,OP.edge,1,52.95,27.94,0,0,0,0,1.4,0.57,27.94
planting,19/10/2018,PLPE,B,OP.edge,2,52.95,27.58,0,0,0,0,1.04,0.13,27.58
planting,19/10/2018,PLPE,C,buffer.core,1,52.95,22.17,0,0,0,0,1.13,0.32,22.17
planting,19/10/2018,PLPE,C,buffer.core,2,52.95,4.55,0,0,0,0,0.99,0.3,4.55
planting,19/10/2018,PLPE,C,OP.edge,1,52.95,51.53,0,0,0,0,0.8,0.31,51.53
planting,19/10/2018,PLPE,C,OP.edge,2,52.95,24.75,0,0,0,0,0.31,0.43,24.75
planting,19/10/2018,PLPE,D,buffer.core,1,52.95,7.63,0,0,0,0,0.38,0.16,7.63
planting,19/10/2018,PLPE,D,buffer.core,2,52.95,11.5,0,0,0,0,0.28,0.14,11.5
planting,19/10/2018,PLPE,D,OP.edge,1,52.95,44.07,0,0,0,0,0.67,0.95,44.07
planting,19/10/2018,PLPE,D,OP.edge,2,52.95,53.19,0,0,0,0,0.67,0.3,53.19
planting,20/10/2018,PLPE,A,buffer.core,1,6.175,0.05,51.23,0.19,2.74,0.46,0,0,0.05
planting,20/10/2018,PLPE,A,buffer.core,2,6.175,0.08,39.48,0.13,1.52,0.96,0.01,0,0.08
planting,20/10/2018,PLPE,A,OP.edge,1,6.175,0.72,21.85,0.08,0.4,0.5,0.03,0,0.72
planting,20/10/2018,PLPE,A,OP.edge,2,6.175,1.6,70.08,0.18,3.38,1.01,0.07,0.01,1.6
planting,20/10/2018,PLPE,B,buffer.core,1,6.175,0.18,43.52,0.01,1.93,1.01,0.03,0.01,0.18
planting,20/10/2018,PLPE,B,buffer.core,2,6.175,0.33,42.42,0.14,2.26,0.8,0.05,0.02,0.33
planting,20/10/2018,PLPE,B,OP.edge,1,6.175,0.37,61.4,0.17,2.02,0.87,0.13,0.02,0.37
planting,20/10/2018,PLPE,B,OP.edge,2,6.175,0.07,46.8,0.11,2.03,0.5,0.02,0.01,0.07
planting,20/10/2018,PLPE,C,buffer.core,1,6.175,0.25,38.25,0.16,1.21,0.57,0.04,0.01,0.25
planting,20/10/2018,PLPE,C,buffer.core,2,6.175,1.18,39.5,0.1,1.23,0.66,0.04,0.01,1.18
planting,20/10/2018,PLPE,C,OP.edge,1,6.175,0.61,40.56,0.14,1.21,0.8,0.07,0.02,0.61
planting,20/10/2018,PLPE,C,OP.edge,2,6.175,1.38,33.94,0.07,1.03,0.94,0.32,0.04,1.38
planting,20/10/2018,PLPE,D,buffer.core,1,6.175,2.11,40.58,0.18,3.63,1.37,0.01,0.01,2.11
planting,20/10/2018,PLPE,D,buffer.core,2,6.175,3.21,68.02,0.55,6.31,2.7,0.02,0.01,3.21
planting,20/10/2018,PLPE,D,OP.edge,1,6.175,3.68,28.01,0.14,2.62,0.96,0.63,0.15,3.68
planting,20/10/2018,PLPE,D,OP.edge,2,6.175,0.96,25.67,0.08,4.16,0.41,0.03,0.04,0.96
planting,21/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,21/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,22/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,23/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,24/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,25/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,26/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,27/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,28/10/2018,PLPE,A,buffer.core,1,40.275,2.27,0,0,0,0,0.15,0.11,2.27
planting,28/10/2018,PLPE,A,buffer.core,2,40.275,3.38,0,0,0,0,0.47,0.2,3.38
planting,28/10/2018,PLPE,A,OP.edge,1,40.275,3.12,0,0,0,0,0.44,0.5,3.12
planting,28/10/2018,PLPE,A,OP.edge,2,40.275,16.19,0,0,0,0,0.84,1.49,16.19
planting,28/10/2018,PLPE,B,buffer.core,1,40.275,31.8,0,0,0,0,1.23,0.26,31.8
planting,28/10/2018,PLPE,B,buffer.core,2,40.275,5,0,0,0,0,0.88,0.19,5
planting,28/10/2018,PLPE,B,OP.edge,1,40.275,14.82,0,0,0,0,1.57,0.17,14.82
planting,28/10/2018,PLPE,B,OP.edge,2,40.275,22.82,0,0,0,0,0.36,1.12,22.82
planting,28/10/2018,PLPE,C,buffer.core,1,40.275,11.31,0,0,0,0,0.57,0.12,11.31
planting,28/10/2018,PLPE,C,buffer.core,2,40.275,32.49,0,0,0,0,0.46,0.19,32.49
planting,28/10/2018,PLPE,C,OP.edge,1,40.275,4.07,0,0,0,0,1.97,0.18,4.07
planting,28/10/2018,PLPE,C,OP.edge,2,40.275,12.67,0,0,0,0,1,0.4,12.67
planting,28/10/2018,PLPE,D,buffer.core,1,40.275,20.86,0,0,0,0,0.34,0.09,20.86
planting,28/10/2018,PLPE,D,buffer.core,2,40.275,3.86,0,0,0,0,0.22,0.16,3.86
planting,28/10/2018,PLPE,D,OP.edge,1,40.275,6.63,0,0,0,0,0.96,0.24,6.63
planting,28/10/2018,PLPE,D,OP.edge,2,40.275,3.38,0,0,0,0,0.14,0.13,3.38
planting,29/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,29/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
planting,30/10/2018,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
planting,31/10/2018,PLPE,A,buffer.core,1,36.75,37.41,0,0,0,0,4.54,0.13,37.41
planting,31/10/2018,PLPE,A,buffer.core,2,36.75,35.63,0,0,0,0,3.02,0.14,35.63
planting,31/10/2018,PLPE,A,OP.edge,1,36.75,37.96,0,0,0,0,4.8,0.15,37.96
planting,31/10/2018,PLPE,A,OP.edge,2,36.75,37.71,0,0,0,0,3.96,0.14,37.71
planting,31/10/2018,PLPE,B,buffer.core,1,36.75,32.26,0,0,0,0,0.84,0.23,32.26
planting,31/10/2018,PLPE,B,buffer.core,2,36.75,2.75,0,0,0,0,0.77,0.19,2.75
