timepoint,date.collected,river,treatment,side,transect,point,og.site.label,surveyors,,palm.name,palm.num,time,frond.length.cm,.whole.palm.herbivory,.cut.frond.herbivory,level.0,level.1,level.2,level.3,area.original,area.filled,herbivory
baseline,18/01/2018,PLPE,D,West,250m,buffer.core,D-West-250m-BufferCore,"Syamsul, Agung",3,Z,,08:40,,5,10,17,1,1,1,1021363,1034586,1.278095779
baseline,18/01/2018,PLPE,B,East,350m,buffer.core,B-East-350m-BufferCore,"Syamsul, Agung",,X,,11:40,,5,5,14,5,0,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,buffer.core,B-East-350m-BufferCore,"Syamsul, Agung",,Y,,11:48,,5,5,14,5,0,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,buffer.core,B-East-350m-BufferCore,"Syamsul, Agung",,Z,,11:53,,10,5,15,3,1,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,buffer.core,B-East-350m-BufferCore,"Syamsul, Agung",4,X,,11:40,,5,5,14,5,0,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,buffer.core,B-East-350m-BufferCore,"Syamsul, Agung",4,Y,,11:48,,5,5,14,5,0,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,buffer.core,B-East-350m-BufferCore,"Syamsul, Agung",4,Z,,11:53,,10,5,15,3,1,1,NA,NA,NA
baseline,18/01/2018,PLPE,C,East,350m,buffer.core,C-East-350m-BufferCore,"Syamsul, Agung",,Y,,10:39,,5,5,19,1,0,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.core,D-West-250m-Opcore,"Syamsul, Agung",,Y,,09:37,,5,5,5,12,3,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.core,D-West-250m-Opcore,"Syamsul, Agung",,Z,,09:43,,5,5,15,5,0,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.core,D-West-250m-Opcore,"Syamsul, Agung",,X0- because X was too high,,09:55,,15,5,10,9,0,1,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.core,D-West-250m-Opcore,"Syamsul, Agung",3,Y,,09:37,,5,5,5,12,3,0,1324460,1343574,1.42262354
baseline,18/01/2018,PLPE,D,West,250m,OP.core,D-West-250m-Opcore,"Syamsul, Agung",3,Z,,09:43,,5,5,15,5,0,0,1040517,1040738,0.021234931
baseline,18/01/2018,PLPE,D,West,250m,OP.core,D-West-250m-Opcore,"Syamsul, Agung",3,X0- because X was too high,,09:55,,15,5,10,9,0,1,1116632,1141485,2.177251563
baseline,18/01/2018,PLPE,B,East,350m,OP.core,B-East-350m-Opcore,"Syamsul, Agung",,X,,10:35,,5,5,7,10,2,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.core,B-East-350m-Opcore,"Syamsul, Agung",,Y,,10:40,,10,5,13,7,0,0,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.core,B-East-350m-Opcore,"Syamsul, Agung",,Z,,10:47,,10,10,6,5,4,5,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.core,B-East-350m-Opcore,"Syamsul, Agung",4,X,,10:35,,5,5,7,10,2,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.core,B-East-350m-Opcore,"Syamsul, Agung",4,Y,,10:40,,10,5,13,7,0,0,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.core,B-East-350m-Opcore,"Syamsul, Agung",4,Z,,10:47,,10,10,6,5,4,5,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.edge,D-West-250m-Opedge,"Syamsul, Agung",,Z,,09:00,,5,5,9,8,3,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.edge,D-West-250m-Opedge,"Syamsul, Agung",,X,,09:12,,5,5,10,10,0,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.edge,D-West-250m-Opedge,"Syamsul, Agung",,Y,,09:20,,5,5,14,5,1,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,OP.edge,D-West-250m-Opedge,"Syamsul, Agung",3,Z,,09:00,,5,5,9,8,3,0,1135510,1145704,0.889758611
baseline,18/01/2018,PLPE,D,West,250m,OP.edge,D-West-250m-Opedge,"Syamsul, Agung",3,X,,09:12,,5,5,10,10,0,0,1051394,1053956,0.243084152
baseline,18/01/2018,PLPE,D,West,250m,OP.edge,D-West-250m-Opedge,"Syamsul, Agung",3,Y,,09:20,,5,5,14,5,1,0,1067693,1077359,0.897193972
baseline,18/01/2018,PLPE,B,East,350m,OP.edge,B-East-350m-Opedge,"Syamsul, Agung",,Z0- Z too high,,11:10,,5,5,11,7,1,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.edge,B-East-350m-Opedge,"Syamsul, Agung",,X,,11:20,,5,5,13,4,3,0,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.edge,B-East-350m-Opedge,"Syamsul, Agung",,Y,,11:27,,10,5,14,5,1,0,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.edge,B-East-350m-Opedge,"Syamsul, Agung",4,Z0- Z too high,,11:10,,5,5,11,7,1,1,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.edge,B-East-350m-Opedge,"Syamsul, Agung",4,X,,11:20,,5,5,13,4,3,0,NA,NA,NA
baseline,18/01/2018,PLPE,B,East,350m,OP.edge,B-East-350m-Opedge,"Syamsul, Agung",4,Y,,11:27,,10,5,14,5,1,0,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,buffer.core,C-East-150m-BufferCore,"Syamsul, Agung",,Z,,09:39,,5,5,14,3,1,2,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,buffer.core,C-East-150m-BufferCore,"Syamsul, Agung",,X,,09:45,,5,5,14,3,2,1,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,buffer.core,C-East-150m-BufferCore,"Syamsul, Agung",,Y,,09:55,,10,10,8,5,4,3,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,350m,buffer.core,C-East-350m-BufferCore,"Syamsul, Agung",,Z,,10:47,,5,5,13,5,2,0,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,OP.core,C-East-150m-Opcore,"Syamsul, Agung",,Z,,08:27,,5,5,18,2,0,0,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,OP.core,C-East-150m-Opcore,"Syamsul, Agung",,X,,08:36,,5,10,6,9,1,4,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,OP.core,C-East-150m-Opcore,"Syamsul, Agung",,Y0,,08:51,,5,10,4,9,1,6,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,OP.edge,C-East-150m-Opedge,"Syamsul, Agung",,Z,,09:05,,10,5,8,8,2,2,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,OP.edge,C-East-150m-Opedge,"Syamsul, Agung",,Y,,09:14,,5,5,17,1,0,2,NA,NA,NA
baseline,19/01/2018,PLPE,C,East,150m,OP.edge,C-East-150m-Opedge,"Syamsul, Agung",,X,,09:23,,10,10,10,4,0,6,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,buffer.core,B-East-150m-BufferCore,"Syamsul, Agung",,X,,09:38,,5,10,11,7,1,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,buffer.core,B-East-150m-BufferCore,"Syamsul, Agung",,Y,,09:48,,5,5,8,6,5,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,buffer.core,B-East-150m-BufferCore,"Syamsul, Agung",,Z,,09:55,,5,5,12,7,1,0,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,buffer.core,B-East-150m-BufferCore,"Syamsul, Agung",2,X,,09:38,,5,10,11,7,1,1,4159600,4181637,0.526994572
baseline,20/01/2018,PLPE,B,East,150m,buffer.core,B-East-150m-BufferCore,"Syamsul, Agung",2,Y,,09:48,,5,5,8,6,5,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,buffer.core,B-East-150m-BufferCore,"Syamsul, Agung",2,Z,,09:55,,5,5,12,7,1,0,4244150,4259078,0.350498394
baseline,20/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Syamsul, Agung",,Y0,,10:28,,5,5,15,4,0,1,NA,NA,NA
baseline,20/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Syamsul, Agung",4,Y0,,10:28,,5,5,15,4,0,1,3750701,3764714,0.37221951
baseline,20/01/2018,PLPE,B,East,150m,OP.core,B-East-150m-Opcore,"Syamsul, Agung",,Z,,08:28,,5,5,11,8,0,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.core,B-East-150m-Opcore,"Syamsul, Agung",,X,,08:38,,5,5,18,2,0,0,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.core,B-East-150m-Opcore,"Syamsul, Agung",,Y,,08:45,,5,5,11,6,0,3,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.core,B-East-150m-Opcore,"Syamsul, Agung",2,Z,,08:28,,5,5,11,8,0,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.core,B-East-150m-Opcore,"Syamsul, Agung",2,X,,08:38,,5,5,18,2,0,0,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.core,B-East-150m-Opcore,"Syamsul, Agung",2,Y,,08:45,,5,5,11,6,0,3,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.edge,B-East-150m-Opedge,"Syamsul, Agung",,Z,,09:07,,10,5,11,6,2,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.edge,B-East-150m-Opedge,"Syamsul, Agung",,Y,,09:15,,20,20,4,12,2,2,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.edge,B-East-150m-Opedge,"Syamsul, Agung",,X,,09:28,,10,10,12,7,0,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.edge,B-East-150m-Opedge,"Syamsul, Agung",2,Z,,09:07,,10,5,11,6,2,1,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.edge,B-East-150m-Opedge,"Syamsul, Agung",2,Y,,09:15,,20,20,4,12,2,2,NA,NA,NA
baseline,20/01/2018,PLPE,B,East,150m,OP.edge,B-East-150m-Opedge,"Syamsul, Agung",2,X,,09:28,,10,10,12,7,0,1,NA,NA,NA
post1,06/01/2020,PLPE,A,East,150m,OP.core,A-E-150-OPC,"Agung, Syamsul, Dani",,25,,08:35,139,30,5,17,2,1,0,NA,NA,NA
post1,06/01/2020,PLPE,A,East,150m,OP.core,A-E-150-OPC,"Agung, Syamsul, Dani",,26,,08:52,100,45,15,12,6,2,0,NA,NA,NA
post1,06/01/2020,PLPE,A,East,150m,OP.core,A-E-150-OPC,"Agung, Syamsul, Dani",,22,,09:00,194,40,15,16,2,2,0,NA,NA,NA
post1,06/01/2020,PLPE,B,West,250m,OP.core,B-W-250-OPC,"Agung, Syamsul, Dani",,282,,10:48,126,10,10,14,6,0,0,NA,NA,NA
post1,06/01/2020,PLPE,B,West,250m,OP.core,B-W-250-OPC,"Agung, Syamsul, Dani",,284,,11:00,292,30,10,17,3,0,0,NA,NA,NA
post1,06/01/2020,PLPE,B,West,250m,OP.core,B-W-250-OPC,"Agung, Syamsul, Dani",,278,,11:10,168,15,10,10,10,0,0,NA,NA,NA
post1,06/01/2020,PLPE,A,East,150m,OP.edge,A-E-150-OPE,"Agung, Syamsul, Dani",,14,,09:21,202,20,5,19,1,0,0,NA,NA,NA
post1,06/01/2020,PLPE,A,East,150m,OP.edge,A-E-150-OPE,"Agung, Syamsul, Dani",,18,,09:29,160,20,5,19,1,0,0,NA,NA,NA
post1,06/01/2020,PLPE,A,East,150m,OP.edge,A-E-150-OPE,"Agung, Syamsul, Dani",,17,,09:38,171,25,5,18,1,1,0,NA,NA,NA
post1,06/01/2020,PLPE,B,West,250m,OP.edge,B-W-250-OPE,"Agung, Syamsul, Dani",,269,,10:18,272,50,25,9,10,0,1,NA,NA,NA
post1,06/01/2020,PLPE,B,West,250m,OP.edge,B-W-250-OPE,"Agung, Syamsul, Dani",,276,,10:29,265,30,20,8,12,0,0,NA,NA,NA
post1,06/01/2020,PLPE,B,West,250m,OP.edge,B-W-250-OPE,"Agung, Syamsul, Dani",,273,,10:38,246,30,20,13,7,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,buffer.core,D-E-350-BC,"Agung, Syamsul, Dani",,166,,11:01,231,55,20,7,13,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,buffer.core,D-E-350-BC,"Agung, Syamsul, Dani",,164,,11:07,82,50,30,10,5,5,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,buffer.core,D-E-350-BC,"Agung, Syamsul, Dani",,170,,11:14,119,30,10,10,10,0,0,NA,NA,NA
post1,07/01/2020,PLPE,C,East,150m,OP.core,C-E-150-OPC,"Agung, Syamsul, Dani",,114,,08:12,222,60,40,12,8,0,0,NA,NA,NA
post1,07/01/2020,PLPE,C,East,150m,OP.core,C-E-150-OPC,"Agung, Syamsul, Dani",,115,,08:23,255,30,20,12,8,0,0,NA,NA,NA
post1,07/01/2020,PLPE,C,East,150m,OP.core,C-E-150-OPC,"Agung, Syamsul, Dani",,110,,08:32,198,40,10,13,7,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,150m,OP.core,D-E-150-OPC,"Agung, Syamsul, Dani",,160,,09:53,200,30,15,16,4,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,150m,OP.core,D-E-150-OPC,"Agung, Syamsul, Dani",,157,,10:00,190,35,15,11,9,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,150m,OP.core,D-E-150-OPC,"Agung, Syamsul, Dani",,163,,10:07,180,20,10,15,5,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,OP.core,D-E-350-OPC,"Agung, Syamsul, Dani",,181,,10:18,157,35,10,13,7,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,OP.core,D-E-350-OPC,"Agung, Syamsul, Dani",,187,,10:23,164,20,10,12,8,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,OP.core,D-E-350-OPC,"Agung, Syamsul, Dani",,186,,10:28,195,35,10,11,9,0,0,NA,NA,NA
post1,07/01/2020,PLPE,C,East,150m,OP.edge,C-E-150-OPE,"Agung, Syamsul, Dani",,107,,08:45,250,45,5,14,6,0,0,NA,NA,NA
post1,07/01/2020,PLPE,C,East,150m,OP.edge,C-E-150-OPE,"Agung, Syamsul, Dani",,105,,08:53,152,40,10,13,7,0,0,NA,NA,NA
post1,07/01/2020,PLPE,C,East,150m,OP.edge,C-E-150-OPE,"Agung, Syamsul, Dani",,102,,09:00,209,20,10,14,6,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,OP.edge,D-E-350-OPE,"Agung, Syamsul, Dani",,174,,10:37,144,20,5,14,6,0,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,OP.edge,D-E-350-OPE,"Agung, Syamsul, Dani",,172,,10:46,195,25,15,8,11,1,0,NA,NA,NA
post1,07/01/2020,PLPE,D,East,350m,OP.edge,D-E-350-OPE,"Agung, Syamsul, Dani",,175,,10:51,184,30,10,14,3,3,0,NA,NA,NA
post1,09/01/2020,PLPE,D,East,150m,buffer.core,D-E-150-BC,"Agung, Jaka, Dani",,138,,08:53,138,60,30,8,11,1,0,NA,NA,NA
post1,09/01/2020,PLPE,D,East,150m,buffer.core,D-E-150-BC,"Agung, Jaka, Dani",,144,,09:02,175,50,15,6,14,0,0,NA,NA,NA
post1,09/01/2020,PLPE,D,East,150m,buffer.core,D-E-150-BC,"Agung, Jaka, Dani",,141,,09:09,147,65,20,3,15,2,0,NA,NA,NA
post1,09/01/2020,PLPE,A,West,50m,OP.core,A-W-50-OPC,"Agung, Jaka, Dani",,208,,11:38,159,30,60,1,4,10,6,NA,NA,NA
post1,09/01/2020,PLPE,A,West,50m,OP.core,A-W-50-OPC,"Agung, Jaka, Dani",,212,,11:48,204,50,10,16,1,0,1,NA,NA,NA
post1,09/01/2020,PLPE,A,West,50m,OP.core,A-W-50-OPC,"Agung, Jaka, Dani",,214,,11:53,178,30,5,13,7,0,0,NA,NA,NA
post1,09/01/2020,PLPE,C,West,250m,OP.core,C-W-250-OPC,"Agung, Jaka, Dani",,318,,09:38,208,5,0,19,1,0,0,NA,NA,NA
post1,09/01/2020,PLPE,C,West,250m,OP.core,C-W-250-OPC,"Agung, Jaka, Dani",,316,,09:48,278,5,0,13,7,0,0,NA,NA,NA
post1,09/01/2020,PLPE,C,West,250m,OP.core,C-W-250-OPC,"Agung, Jaka, Dani",,314,,09:55,241,5,0,19,1,0,0,NA,NA,NA
post1,09/01/2020,PLPE,A,West,50m,OP.edge,A-W-50-OPE,"Agung, Jaka, Dani",,202,,11:21,268,25,10,12,7,1,0,NA,NA,NA
post1,09/01/2020,PLPE,A,West,50m,OP.edge,A-W-50-OPE,"Agung, Jaka, Dani",,205,,11:27,165,5,5,8,11,1,0,NA,NA,NA
post1,09/01/2020,PLPE,A,West,50m,OP.edge,A-W-50-OPE,"Agung, Jaka, Dani",,199,,11:33,226,10,5,6,4,0,0,NA,NA,NA
post1,09/01/2020,PLPE,D,East,150m,OP.edge,D-E-150-OPE,"Agung, Jaka, Dani",,150,,08:23,208,15,5,18,2,0,0,NA,NA,NA
post1,09/01/2020,PLPE,D,East,150m,OP.edge,D-E-150-OPE,"Agung, Jaka, Dani",,148,,08:30,187,30,10,7,13,0,0,NA,NA,NA
post1,09/01/2020,PLPE,D,East,150m,OP.edge,D-E-150-OPE,"Agung, Jaka, Dani",,154,,08:38,230,30,20,8,12,0,0,NA,NA,NA
post1,09/01/2020,PLPE,C,West,250m,OP.edge,C-W-250-OPE,"Agung, Jaka, Dani",,306,,10:07,222,10,5,18,2,0,0,NA,NA,NA
post1,09/01/2020,PLPE,C,West,250m,OP.edge,C-W-250-OPE,"Agung, Jaka, Dani",,305,,10:12,237,10,15,15,1,3,1,NA,NA,NA
post1,09/01/2020,PLPE,C,West,250m,OP.edge,C-W-250-OPE,"Agung, Jaka, Dani",,308,,10:17,232,15,5,9,9,2,0,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,buffer.core,D-W-250-BC,"Agung, Jaka, Syamsul",,348,,08:59,107,30,10,13,7,0,0,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,buffer.core,D-W-250-BC,"Agung, Jaka, Syamsul",,351,,09:07,152,30,25,11,2,0,7,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,buffer.core,D-W-250-BC,"Agung, Jaka, Syamsul",,346 ?,,09:15,162,25,15,12,8,0,0,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,OP.core,D-W-250-OPC,"Agung, Jaka, Syamsul",,367,,09:27,219,40,20,7,11,0,2,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,OP.core,D-W-250-OPC,"Agung, Jaka, Syamsul",,366,,09:34,216,60,25,8,12,0,0,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,OP.core,D-W-250-OPC,"Agung, Jaka, Syamsul",,363,,09:44,181,30,20,4,13,2,1,NA,NA,NA
post1,13/01/2020,PLPE,C,East,350m,OP.core,C-E-350-OPC,"Agung, Jaka, Syamsul",,128,,10:57,206,25,20,4,14,2,0,NA,NA,NA
post1,13/01/2020,PLPE,C,East,350m,OP.core,C-E-350-OPC,"Agung, Jaka, Syamsul",,132,,11:08,193,10,5,11,9,0,0,NA,NA,NA
post1,13/01/2020,PLPE,C,East,350m,OP.core,C-E-350-OPC,"Agung, Jaka, Syamsul",,130,,11:14,239,20,10,8,11,0,1,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,OP.edge,D-W-250-OPE,"Agung, Jaka, Syamsul",,355 ?,,08:26,243,30,10,7,6,5,2,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,OP.edge,D-W-250-OPE,"Agung, Jaka, Syamsul",,358 ?,,08:37,189,35,10,12,7,1,0,NA,NA,NA
post1,13/01/2020,PLPE,D,West,250m,OP.edge,D-W-250-OPE,"Agung, Jaka, Syamsul",,353 ?,,08:49,209,30,10,12,8,0,0,NA,NA,NA
post1,13/01/2020,PLPE,C,East,350m,OP.edge,C-E-350-OPE,"Agung, Jaka, Syamsul",,123,,10:35,174,30,5,11,6,0,3,NA,NA,NA
post1,13/01/2020,PLPE,C,East,350m,OP.edge,C-E-350-OPE,"Agung, Jaka, Syamsul",,121,,10:43,232,30,20,4,10,0,6,NA,NA,NA
post1,13/01/2020,PLPE,C,East,350m,OP.edge,C-E-350-OPE,"Agung, Jaka, Syamsul",,122,,10:48,214,15,5,12,8,0,0,NA,NA,NA
post1,14/01/2020,PLPE,C,West,50m,OP.core,C-W-50-OPC,"Agung, Jaka, Syamsul",,298,,11:11,207,20,5,8,11,1,0,NA,NA,NA
post1,14/01/2020,PLPE,C,West,50m,OP.core,C-W-50-OPC,"Agung, Jaka, Syamsul",,301,,11:18,205,20,5,8,11,1,0,NA,NA,NA
post1,14/01/2020,PLPE,C,West,50m,OP.core,C-W-50-OPC,"Agung, Jaka, Syamsul",,296,,11:26,221,20,5,7,12,1,0,NA,NA,NA
post1,14/01/2020,PLPE,B,East,150m,OP.core,B-E-150-OPC,"Agung, Jaka, Syamsul",,74,,09:21,176,40,25,2,16,2,0,NA,NA,NA
post1,14/01/2020,PLPE,B,East,150m,OP.core,B-E-150-OPC,"Agung, Jaka, Syamsul",,73,,09:33,213,50,20,7,8,4,1,NA,NA,NA
post1,14/01/2020,PLPE,B,East,150m,OP.core,B-E-150-OPC,"Agung, Jaka, Syamsul",,79,,09:50,243,40,30,2,17,1,0,NA,NA,NA
post1,14/01/2020,PLPE,A,East,350m,OP.core,A-E-350-OPC,"Agung, Jaka, Syamsul",,52,,10:32,238,10,10,8,11,1,0,NA,NA,NA
post1,14/01/2020,PLPE,A,East,350m,OP.core,A-E-350-OPC,"Agung, Jaka, Syamsul",,50,,10:41,274,20,5,3,17,0,0,NA,NA,NA
post1,14/01/2020,PLPE,A,East,350m,OP.core,A-E-350-OPC,"Agung, Jaka, Syamsul",,49,,10:48,249,10,5,9,11,0,0,NA,NA,NA
post1,14/01/2020,PLPE,C,West,50m,OP.edge,C-W-50-OPE,"Agung, Jaka, Syamsul",,289,,11:38,243,10,5,11,9,0,0,NA,NA,NA
post1,14/01/2020,PLPE,C,West,50m,OP.edge,C-W-50-OPE,"Agung, Jaka, Syamsul",,291,,11:45,181,10,5,8,12,0,0,NA,NA,NA
post1,14/01/2020,PLPE,C,West,50m,OP.edge,C-W-50-OPE,"Agung, Jaka, Syamsul",,294,,11:50,240,10,5,8,12,0,0,NA,NA,NA
post1,14/01/2020,PLPE,B,East,150m,OP.edge,B-E-150-OPE,"Agung, Jaka, Syamsul",,71,,08:57,237,15,5,12,8,0,0,NA,NA,NA
post1,14/01/2020,PLPE,B,East,150m,OP.edge,B-E-150-OPE,"Agung, Jaka, Syamsul",,64,,09:05,223,10,5,14,6,0,0,NA,NA,NA
post1,14/01/2020,PLPE,B,East,150m,OP.edge,B-E-150-OPE,"Agung, Jaka, Syamsul",,66,,09:12,256,20,5,9,11,0,0,NA,NA,NA
post1,14/01/2020,PLPE,A,East,350m,OP.edge,A-E-350-OPE,"Agung, Jaka, Syamsul",,41,,08:25,160,30,20,10,8,1,1,NA,NA,NA
post1,14/01/2020,PLPE,A,East,350m,OP.edge,A-E-350-OPE,"Agung, Jaka, Syamsul",,40,,08:35,183,20,20,4,14,1,1,NA,NA,NA
post1,14/01/2020,PLPE,A,East,350m,OP.edge,A-E-350-OPE,"Agung, Jaka, Syamsul",,45,,08:44,229,30,25,5,11,3,1,NA,NA,NA
post1,15/01/2020,PLPE,A,West,50m,buffer.core,A-W-50-BC,"Agung, Jaka, Syamsul",,193,,08:52,529,10,15,7,8,0,5,NA,NA,NA
post1,15/01/2020,PLPE,A,West,50m,buffer.core,A-W-50-BC,"Agung, Jaka, Syamsul",,190,,09:05,490,10,10,12,7,0,1,NA,NA,NA
post1,15/01/2020,PLPE,A,West,50m,buffer.core,A-W-50-BC,"Agung, Jaka, Syamsul",,194,,09:12,410,10,10,15,2,0,3,NA,NA,NA
post1,15/01/2020,PLPE,A,East,150m,buffer.core,A-E-150-BC,"Agung, Jaka, Syamsul",,2,,09:24,492,20,10,17,3,0,0,NA,NA,NA
post1,15/01/2020,PLPE,A,East,150m,buffer.core,A-E-150-BC,"Agung, Jaka, Syamsul",,3,,09:35,623,20,10,16,3,0,1,NA,NA,NA
post1,15/01/2020,PLPE,A,East,150m,buffer.core,A-E-150-BC,"Agung, Jaka, Syamsul",,6,,09:43,551,30,20,8,8,0,4,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,buffer.core,A-W-250-BC,"Agung, Jaka, Syamsul",,223,,10:00,443,20,30,8,4,1,7,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,buffer.core,A-W-250-BC,"Agung, Jaka, Syamsul",,220,,10:10,540,20,10,11,7,0,2,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,buffer.core,A-W-250-BC,"Agung, Jaka, Syamsul",,219,,10:18,533,10,5,18,2,0,0,NA,NA,NA
post1,15/01/2020,PLPE,A,East,350m,buffer.core,A-E-350-BC,"Agung, Jaka, Syamsul",,34,,11:50,560,10,30,5,9,0,6,NA,NA,NA
post1,15/01/2020,PLPE,A,East,350m,buffer.core,A-E-350-BC,"Agung, Jaka, Syamsul",,36,,12:01,345,40,30,6,6,4,4,NA,NA,NA
post1,15/01/2020,PLPE,A,East,350m,buffer.core,A-E-350-BC,"Agung, Jaka, Syamsul",,30,,12:13,527,20,20,11,7,1,1,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,OP.core,A-W-250-OPC,"Agung, Jaka, Syamsul",,237,,08:01,191,30,40,5,11,0,4,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,OP.core,A-W-250-OPC,"Agung, Jaka, Syamsul",,233,,08:33,207,30,30,5,15,0,0,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,OP.core,A-W-250-OPC,"Agung, Jaka, Syamsul",,234,,08:41,212,40,10,9,10,0,1,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,OP.edge,A-W-250-OPE,"Agung, Jaka, Syamsul",,103,,11:27,293,10,20,8,12,0,0,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,OP.edge,A-W-250-OPE,"Agung, Jaka, Syamsul",,228,,11:36,300,20,20,0,20,0,0,NA,NA,NA
post1,15/01/2020,PLPE,A,West,250m,OP.edge,A-W-250-OPE,"Agung, Jaka, Syamsul",,227,,11:40,221,15,5,11,9,0,0,NA,NA,NA
post1,16/01/2020,PLPE,B,West,50m,buffer.core,B-W-50-BC,"Agung, Jaka, Syamsul",,37,,09:05,505,40,30,13,2,2,3,NA,NA,NA
post1,16/01/2020,PLPE,B,West,50m,buffer.core,B-W-50-BC,"Agung, Jaka, Syamsul",,244,,09:17,490,40,30,5,5,2,8,NA,NA,NA
post1,16/01/2020,PLPE,B,West,50m,buffer.core,B-W-50-BC,"Agung, Jaka, Syamsul",,243,,09:29,570,40,20,2,17,0,1,NA,NA,NA
post1,16/01/2020,PLPE,B,East,150m,buffer.core,B-E-150-BC,"Agung, Jaka, Syamsul",,53,,08:29,461,10,20,9,3,1,7,NA,NA,NA
