timepoint,date,river,treatment,transect,side,point,veg.plot,number,replicate,position,x.coord,y.coord,original.mm,measure.mm
post1,18/02/2021,KNDE,F,150,East,OP.core,OPC-1,17,2,Circle,4,12,150,150
post1,18/02/2021,KNDE,F,150,East,OP.core,OPC-1,17,2,Harvesting path,1,3,150,161
post1,18/02/2021,KNDE,F,150,East,OP.core,OPC-1,17,2,Windrow,9,1,150,151
post1,18/02/2021,KNDE,F,150,East,OP.core,OPC-1,17,3,Circle,10,6,150,151
post1,18/02/2021,KNDE,F,150,East,OP.core,OPC-1,17,3,Harvesting path,12,19,150,160
post1,18/02/2021,KNDE,F,150,East,OP.core,OPC-1,17,3,Windrow,16,23,150,152
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,1,Circle,24,23,150,153
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,1,Harvesting path,18,21,150,150
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,1,Windrow,4,4,150,152
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,2,Circle,10,5,150,165
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,2,Harvesting path,7,4,150,150
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,2,Windrow,12,20,150,151
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,3,Circle,1,9,150,162
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,3,Harvesting path,6,18,150,150
post1,18/02/2021,KNDE,F,350,East,OP.core,OPC-2,18,3,Windrow,2,22,150,150
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,1,Circle,1,11,150,161
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,1,Harvesting path,3,6,150,150
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,1,Windrow,24,9,150,151
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,2,Circle,5,7,150,160
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,2,Harvesting path,18,6,150,151
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,2,Windrow,5,20,150,150
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,3,Circle,18,21,150,165
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,3,Harvesting path,19,22,150,152
post1,18/02/2021,KNDE,G,150,East,OP.core,OPC-1,19,3,Windrow,12,15,150,150
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,1,Circle,21,18,150,150
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,1,Harvesting path,10,25,150,152
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,1,Windrow,22,16,150,152
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,2,Circle,18,1,150,162
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,2,Harvesting path,13,2,150,150
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,2,Windrow,22,8,150,152
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,3,Circle,5,24,150,150
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,3,Harvesting path,10,13,150,155
post1,18/02/2021,KNDE,G,150,East,buffer.core,BC-1,3,3,Windrow,3,9,150,151
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,1,Circle,14,22,150,150
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,1,Harvesting path,16,22,150,155
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,1,Windrow,9,9,150,152
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,2,Circle,14,1,150,153
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,2,Harvesting path,16,10,150,150
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,2,Windrow,18,21,150,150
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,3,Circle,24,6,150,150
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,3,Harvesting path,16,1,150,152
post1,18/02/2021,KNDE,F,350,East,buffer.core,BC-2,5,3,Windrow,19,2,150,150
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,1,Circle,17,12,150,153
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,1,Harvesting path,18,25,150,165
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,1,Windrow,15,1,150,150
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,2,Circle,7,23,150,151
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,2,Harvesting path,18,14,150,153
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,2,Windrow,14,23,150,152
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,3,Circle,21,4,150,160
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,3,Harvesting path,18,3,150,152
post1,18/02/2021,KNDE,G,350,East,buffer.core,BC-2,7,3,Windrow,14,11,150,150
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,1,Circle,20,18,150,156
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,1,Harvesting path,23,8,150,152
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,1,Windrow,23,16,150,150
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,2,Circle,2,18,150,150
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,2,Harvesting path,23,16,150,153
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,2,Windrow,13,6,150,150
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,3,Circle,11,11,150,151
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,3,Harvesting path,7,17,150,154
post1,18/02/2021,KNDE,G,350,East,OP.core,OPC-2,8,3,Windrow,4,22,150,150
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,1,Circle,23,9,150,155
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,1,Harvesting path,5,15,150,151
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,1,Windrow,13,1,150,151
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,2,Circle,2,15,150,150
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,2,Harvesting path,20,4,150,150
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,2,Windrow,4,24,150,150
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,3,Circle,15,14,150,152
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,3,Harvesting path,20,23,150,152
post1,18/02/2021,KNDE,H,150,East,OP.core,OPC-1,9,3,Windrow,9,9,150,153
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,1,Circle,7,5,150,152
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,1,Harvesting path,4,1,150,150
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,1,Windrow,20,14,150,150
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,2,Circle,17,19,150,150
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,2,Harvesting path,8,21,150,151
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,2,Windrow,15,23,150,152
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,3,Circle,9,22,150,150
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,3,Harvesting path,1,19,150,151
post1,20/02/2021,KNDE,F,50,West,buffer.core,BC-1,20,3,Windrow,15,11,150,151
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,1,Circle,23,5,150,152
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,1,Harvesting path,3,8,150,150
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,1,Windrow,15,24,150,152
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,2,Circle,6,4,150,154
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,2,Harvesting path,18,7,150,150
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,2,Windrow,5,1,150,150
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,3,Circle,21,23,150,153
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,3,Harvesting path,2,1,150,151
post1,20/02/2021,KNDE,F,250,West,buffer.core,BC-2,21,3,Windrow,2,16,150,152
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,1,Circle,19,10,150,150
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,1,Harvesting path,20,25,150,152
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,1,Windrow,8,2,150,151
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,2,Circle,1,1,150,153
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,2,Harvesting path,21,12,150,150
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,2,Windrow,15,15,150,150
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,3,Circle,24,21,150,150
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,3,Harvesting path,21,21,150,150
post1,20/02/2021,KNDE,G,50,West,buffer.core,BC-1,22,3,Windrow,1,21,150,150
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,1,Circle,8,5,150,150
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,1,Harvesting path,21,1,150,150
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,1,Windrow,14,6,150,152
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,2,Circle,24,24,150,153
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,2,Harvesting path,21,14,150,151
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,2,Windrow,23,19,150,151
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,3,Circle,1,18,150,152
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,3,Harvesting path,6,21,150,155
post1,20/02/2021,KNDE,F,250,West,OP.core,OPC-2,23,3,Windrow,1,14,150,153
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,1,Circle,15,15,150,151
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,1,Harvesting path,2,9,150,150
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,1,Windrow,12,6,150,152
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,2,Circle,6,5,150,152
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,2,Harvesting path,17,22,150,153
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,2,Windrow,23,16,150,155
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,3,Circle,20,22,150,157
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,3,Harvesting path,18,13,150,154
post1,20/02/2021,KNDE,F,50,West,OP.core,OPC-1,24,3,Windrow,10,23,150,155
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,1,Circle,24,2,150,150
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,1,Harvesting path,21,2,150,150
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,1,Windrow,6,22,150,153
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,2,Circle,24,23,150,150
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,2,Harvesting path,12,25,150,150
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,2,Windrow,8,4,150,150
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,3,Circle,4,7,150,151
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,3,Harvesting path,6,6,150,150
post1,20/02/2021,KNDE,G,250,West,buffer.core,BC-2,25,3,Windrow,25,20,150,155
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,1,Circle,12,22,150,152
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,1,Harvesting path,12,13,150,155
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,1,Windrow,1,18,150,158
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,2,Circle,3,12,150,153
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,2,Harvesting path,13,18,150,161
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,2,Windrow,2,24,150,160
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,3,Circle,2,21,150,151
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,3,Harvesting path,18,3,150,150
post1,20/02/2021,KNDE,H,50,West,buffer.core,BC-1,26,3,Windrow,5,4,150,152
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,1,Circle,1,1,150,150
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,1,Harvesting path,7,3,150,162
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,1,Windrow,1,17,150,160
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,2,Circle,6,1,150,150
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,2,Harvesting path,5,22,150,153
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,2,Windrow,10,24,150,155
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,3,Circle,1,23,150,153
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,3,Harvesting path,4,5,150,152
post1,20/02/2021,KNDE,H,250,West,buffer.core,BC-2,27,3,Windrow,25,4,150,154
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,1,Circle,22,23,150,155
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,1,Harvesting path,21,24,150,150
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,1,Windrow,25,1,150,152
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,2,Circle,23,8,150,161
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,2,Harvesting path,21,11,150,160
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,2,Windrow,13,24,150,162
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,3,Circle,11,11,150,160
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,3,Harvesting path,9,24,150,155
post1,20/02/2021,KNDE,I,50,West,buffer.core,BC-1,28,3,Windrow,4,4,150,156
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,1,Circle,7,25,150,155
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,1,Harvesting path,23,1,150,153
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,1,Windrow,2,3,150,152
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,2,Circle,6,15,150,162
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,2,Harvesting path,7,14,150,151
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,2,Windrow,12,12,150,155
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,3,Circle,9,7,150,160
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,3,Harvesting path,7,4,150,150
post1,20/02/2021,KNDE,I,250,West,buffer.core,BC-2,29,3,Windrow,12,22,150,163
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,1,Circle,14,19,150,151
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,1,Harvesting path,12,23,150,151
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,1,Windrow,18,22,150,152
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,2,Circle,5,4,150,154
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,2,Harvesting path,10,10,150,151
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,2,Windrow,8,9,150,155
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,3,Circle,22,6,150,153
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,3,Harvesting path,25,1,150,152
post1,20/02/2021,KNDE,G,50,West,OP.core,OPC-1,30,3,Windrow,16,8,150,156
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,1,Circle,9,25,150,153
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,1,Harvesting path,6,11,150,152
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,1,Windrow,22,25,150,165
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,2,Circle,8,2,150,155
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,2,Harvesting path,5,4,150,153
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,2,Windrow,5,1,150,150
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,3,Circle,4,24,150,150
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,3,Harvesting path,4,19,150,161
post1,20/02/2021,KNDE,G,250,West,OP.core,OPC-2,31,3,Windrow,7,15,150,150
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,1,Circle,11,15,150,150
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,1,Harvesting path,19,21,150,160
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,1,Windrow,19,4,150,152
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,2,Circle,15,3,150,151
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,2,Harvesting path,23,9,150,165
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,2,Windrow,1,11,150,160
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,3,Circle,24,15,150,161
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,3,Harvesting path,2,10,150,150
post1,20/02/2021,KNDE,H,50,West,OP.core,OPC-1,32,3,Windrow,14,22,150,162
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,1,Circle,5,1,150,157
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,1,Harvesting path,2,1,150,150
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,1,Windrow,5,5,150,150
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,2,Circle,25,19,150,155
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,2,Harvesting path,12,22,150,150
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,2,Windrow,7,20,150,152
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,3,Circle,17,19,150,161
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,3,Harvesting path,12,15,150,151
post1,20/02/2021,KNDE,H,250,West,OP.core,OPC-2,33,3,Windrow,24,2,150,150
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,1,Circle,11,25,150,152
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,1,Harvesting path,1,2,150,155
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,1,Windrow,17,20,150,150
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,2,Circle,1,3,150,154
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,2,Harvesting path,15,8,150,150
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,2,Windrow,6,17,150,153
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,3,Circle,2,18,150,156
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,3,Harvesting path,20,18,150,155
post1,20/02/2021,KNDE,I,50,West,OP.core,OPC-1,34,3,Windrow,19,8,150,153
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,1,Circle,6,17,150,153
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,1,Harvesting path,3,24,150,152
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,1,Windrow,16,13,150,155
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,2,Circle,25,8,150,151
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,2,Harvesting path,21,14,150,157
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,2,Windrow,5,2,150,160
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,3,Circle,15,10,150,153
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,3,Harvesting path,19,2,150,157
post1,20/02/2021,KNDE,I,250,West,OP.core,OPC-2,35,3,Windrow,11,10,150,155
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,1,Circle,23,23,150,154
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,1,Harvesting path,20,25,150,160
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,1,Windrow,13,1,150,151
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,2,Circle,18,18,150,163
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,2,Harvesting path,10,6,150,150
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,2,Windrow,15,25,150,165
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,3,Circle,23,13,150,150
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,3,Harvesting path,5,13,150,152
post1,18/03/2021,KNDE,F,150,East,buffer.core,BC-1,1,3,Windrow,12,7,150,160
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,1,Circle,2,15,150,173
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,1,Harvesting path,8,15,150,161
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,1,Windrow,11,17,150,163
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,2,Circle,17,3,150,155
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,2,Harvesting path,20,1,150,150
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,2,Windrow,5,3,150,150
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,3,Circle,23,8,150,150
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,3,Harvesting path,22,22,150,150
post1,18/03/2021,KNDE,H,350,East,OP.core,OPC-2,10,3,Windrow,25,19,150,161
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,1,Circle,2,3,150,161
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,1,Harvesting path,23,19,150,154
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,1,Windrow,13,14,150,151
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,2,Circle,1,12,150,165
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,2,Harvesting path,23,4,150,163
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,2,Windrow,8,2,150,156
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,3,Circle,25,6,150,152
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,3,Harvesting path,4,11,150,150
post1,18/03/2021,KNDE,H,150,East,buffer.core,BC-1,11,3,Windrow,11,24,150,160
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,1,Circle,4,22,150,153
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,1,Harvesting path,9,17,150,154
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,1,Windrow,20,11,150,158
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,2,Circle,4,12,150,151
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,2,Harvesting path,9,6,150,155
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,2,Windrow,12,21,150,160
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,3,Circle,23,12,150,150
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,3,Harvesting path,9,21,150,152
post1,18/03/2021,KNDE,H,350,East,buffer.core,BC-2,12,3,Windrow,20,18,150,156
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,1,Circle,11,6,150,153
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,1,Harvesting path,1,17,150,150
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,1,Windrow,21,6,150,164
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,2,Circle,19,2,150,150
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,2,Harvesting path,2,3,150,161
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,2,Windrow,22,4,150,152
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,3,Circle,3,24,150,155
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,3,Harvesting path,15,23,150,165
post1,18/03/2021,KNDE,I,150,East,buffer.core,BC-1,13,3,Windrow,2,21,150,150
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,1,Circle,6,8,150,150
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,1,Harvesting path,24,8,150,153
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,1,Windrow,10,2,150,155
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,2,Circle,17,3,150,171
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,2,Harvesting path,9,16,150,162
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,2,Windrow,16,9,150,151
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,3,Circle,21,21,150,163
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,3,Harvesting path,24,13,150,164
post1,18/03/2021,KNDE,I,150,East,OP.core,OPC-1,14,3,Windrow,23,1,150,154
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,1,Circle,14,8,150,160
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,1,Harvesting path,11,8,150,150
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,1,Windrow,3,2,150,161
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,2,Circle,24,3,150,155
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,2,Harvesting path,10,16,150,160
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,2,Windrow,19,9,150,152
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,3,Circle,13,21,150,151
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,3,Harvesting path,11,13,150,161
post1,18/03/2021,KNDE,I,350,East,buffer.core,BC-2,15,3,Windrow,3,1,150,150
post1,18/03/2021,KNDE,I,350,East,OP.core,OPC-2,16,1,Circle,5,23,150,164
post1,18/03/2021,KNDE,I,350,East,OP.core,OPC-2,16,1,Harvesting path,9,24,150,153
post1,18/03/2021,KNDE,I,350,East,OP.core,OPC-2,16,1,Windrow,6,15,150,152
post1,18/03/2021,KNDE,I,350,East,OP.core,OPC-2,16,2,Circle,11,18,150,150
post1,18/03/2021,KNDE,I,350,East,OP.core,OPC-2,16,2,Harvesting path,24,8,150,155
post1,18/03/2021,KNDE,I,350,East,OP.core,OPC-2,16,2,Windrow,15,5,150,155
