timepoint,date,river,treatment,side,transect,point,time,station,Temp.C,RH.perncen
post2,27/09/2021,PLPE,B,na,na,na,13:00:00,sub,31.2,73.6
planting,05/10/2018,PLPE,A,na,na,na,21:00:01,sub,24.532,93.7
post2,27/09/2021,PLPE,B,na,na,na,14:00:00,sub,32.6,67.6
planting,05/10/2018,PLPE,A,na,na,na,22:00:01,sub,24.339,95.9
post2,27/09/2021,PLPE,B,na,na,na,15:00:00,sub,31.5,68.3
planting,05/10/2018,PLPE,A,na,na,na,00:00:01,sub,23.93,98.5
post2,27/09/2021,PLPE,B,na,na,na,16:00:00,sub,29.8,75.5
planting,05/10/2018,PLPE,A,na,na,na,23:00:01,sub,23.857,97.4
post2,27/09/2021,PLPE,B,na,na,na,17:00:00,sub,28.6,81.8
planting,05/10/2018,PLPE,A,na,na,na,01:00:01,sub,23.689,98.9
post2,27/09/2021,PLPE,B,na,na,na,18:00:00,sub,28.1,87.6
planting,05/10/2018,PLPE,A,na,na,na,07:00:01,sub,23.665,100
post2,27/09/2021,PLPE,B,na,na,na,19:00:00,sub,26.7,93.2
planting,05/10/2018,PLPE,A,na,na,na,02:00:01,sub,23.617,99.3
post2,27/09/2021,PLPE,B,na,na,na,20:00:00,sub,25.9,95.2
planting,05/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.569,99.5
post2,27/09/2021,PLPE,B,na,na,na,21:00:00,sub,25.7,96.3
planting,05/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.376,99.8
post2,27/09/2021,PLPE,B,na,na,na,22:00:00,sub,25.4,96.5
planting,05/10/2018,PLPE,A,na,na,na,05:00:01,sub,23.016,99.9
post2,27/09/2021,PLPE,B,na,na,na,23:00:00,sub,25.2,96.9
planting,05/10/2018,PLPE,A,na,na,na,06:00:01,sub,22.729,100
post2,28/09/2021,PLPE,B,na,na,na,00:00:00,sub,25.1,97.7
planting,06/10/2018,PLPE,A,na,na,na,13:00:01,sub,32.949,66
post2,28/09/2021,PLPE,B,na,na,na,01:00:00,sub,24.9,98.2
planting,06/10/2018,PLPE,A,na,na,na,15:00:01,sub,32.794,61.1
post2,28/09/2021,PLPE,B,na,na,na,02:00:00,sub,24.8,98.5
planting,06/10/2018,PLPE,A,na,na,na,14:00:01,sub,32.253,61.6
post2,28/09/2021,PLPE,B,na,na,na,03:00:00,sub,24.5,98.9
planting,06/10/2018,PLPE,A,na,na,na,12:00:01,sub,32.073,67.4
post2,28/09/2021,PLPE,B,na,na,na,04:00:00,sub,24.4,99.1
planting,06/10/2018,PLPE,A,na,na,na,16:00:01,sub,31.919,63.3
post2,28/09/2021,PLPE,B,na,na,na,05:00:00,sub,24.6,99.1
planting,06/10/2018,PLPE,A,na,na,na,11:00:01,sub,31.255,73.9
post2,28/09/2021,PLPE,B,na,na,na,06:00:00,sub,24.1,99.3
planting,06/10/2018,PLPE,A,na,na,na,17:00:01,sub,30.824,68.4
post2,28/09/2021,PLPE,B,na,na,na,07:00:00,sub,26.4,98.2
planting,06/10/2018,PLPE,A,na,na,na,10:00:01,sub,30.469,81.7
post2,28/09/2021,PLPE,B,na,na,na,08:00:00,sub,27.5,92
planting,06/10/2018,PLPE,A,na,na,na,09:00:01,sub,28.468,89.4
post2,28/09/2021,PLPE,B,na,na,na,09:00:00,sub,28.9,84.6
planting,06/10/2018,PLPE,A,na,na,na,18:00:01,sub,28.345,76.5
post2,28/09/2021,PLPE,B,na,na,na,10:00:00,sub,30.1,78.7
planting,06/10/2018,PLPE,A,na,na,na,19:00:01,sub,26.573,88.8
post2,28/09/2021,PLPE,B,na,na,na,11:00:00,sub,31.2,75.3
planting,06/10/2018,PLPE,A,na,na,na,20:00:01,sub,26.061,94.4
post2,28/09/2021,PLPE,B,na,na,na,12:00:00,sub,30.7,74.6
planting,06/10/2018,PLPE,A,na,na,na,21:00:01,sub,25.939,96.2
post2,28/09/2021,PLPE,B,na,na,na,13:00:00,sub,31.9,70.6
planting,06/10/2018,PLPE,A,na,na,na,08:00:01,sub,25.841,97.3
post2,28/09/2021,PLPE,B,na,na,na,14:00:00,sub,29.1,75.5
planting,06/10/2018,PLPE,A,na,na,na,22:00:01,sub,25.744,96.1
post2,28/09/2021,PLPE,B,na,na,na,15:00:00,sub,30.1,73.2
planting,06/10/2018,PLPE,A,na,na,na,23:00:01,sub,25.162,95.2
post2,28/09/2021,PLPE,B,na,na,na,16:00:00,sub,29.5,75.6
planting,06/10/2018,PLPE,A,na,na,na,00:00:01,sub,23.617,98.2
post2,28/09/2021,PLPE,B,na,na,na,17:00:00,sub,28.2,80.3
planting,06/10/2018,PLPE,A,na,na,na,01:00:01,sub,23.545,98.8
post2,28/09/2021,PLPE,B,na,na,na,18:00:00,sub,26.8,86.2
planting,06/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.424,99.2
post2,28/09/2021,PLPE,B,na,na,na,19:00:00,sub,25.3,93.5
planting,06/10/2018,PLPE,A,na,na,na,02:00:01,sub,23.16,99
post2,28/09/2021,PLPE,B,na,na,na,20:00:00,sub,25.1,95.7
planting,06/10/2018,PLPE,A,na,na,na,07:00:01,sub,23.16,100
post2,28/09/2021,PLPE,B,na,na,na,21:00:00,sub,24.6,96.6
planting,06/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.088,99.2
post2,28/09/2021,PLPE,B,na,na,na,22:00:00,sub,24.4,97.3
planting,06/10/2018,PLPE,A,na,na,na,05:00:01,sub,22.633,99.6
post2,28/09/2021,PLPE,B,na,na,na,23:00:00,sub,24.8,97.9
planting,06/10/2018,PLPE,A,na,na,na,06:00:01,sub,22.345,99.9
post2,29/09/2021,PLPE,B,na,na,na,00:00:00,sub,24.8,97.9
planting,07/10/2018,PLPE,A,na,na,na,13:00:01,sub,35.075,59
post2,29/09/2021,PLPE,B,na,na,na,01:00:00,sub,24.7,98.2
planting,07/10/2018,PLPE,A,na,na,na,12:00:01,sub,34.255,64.8
post2,29/09/2021,PLPE,B,na,na,na,02:00:00,sub,24.4,98.3
planting,07/10/2018,PLPE,A,na,na,na,14:00:01,sub,34.045,59.7
post2,29/09/2021,PLPE,B,na,na,na,03:00:00,sub,23.9,98.8
planting,07/10/2018,PLPE,A,na,na,na,11:00:01,sub,32.073,74.7
post2,29/09/2021,PLPE,B,na,na,na,04:00:00,sub,23.7,99
planting,07/10/2018,PLPE,A,na,na,na,15:00:01,sub,30.9,66.1
post2,29/09/2021,PLPE,B,na,na,na,05:00:00,sub,23.4,99
planting,07/10/2018,PLPE,A,na,na,na,10:00:01,sub,29.54,84.5
post2,29/09/2021,PLPE,B,na,na,na,06:00:00,sub,22.9,99.4
planting,07/10/2018,PLPE,A,na,na,na,16:00:01,sub,29.389,76.6
post2,29/09/2021,PLPE,B,na,na,na,07:00:00,sub,24.1,99.3
planting,07/10/2018,PLPE,A,na,na,na,09:00:01,sub,28.742,89.5
post2,29/09/2021,PLPE,B,na,na,na,08:00:00,sub,25.2,98.2
planting,07/10/2018,PLPE,A,na,na,na,17:00:01,sub,28.221,81.8
post2,29/09/2021,PLPE,B,na,na,na,09:00:00,sub,27.2,93.3
planting,07/10/2018,PLPE,A,na,na,na,08:00:01,sub,26.353,98.9
post2,29/09/2021,PLPE,B,na,na,na,10:00:00,sub,28.5,86
planting,07/10/2018,PLPE,A,na,na,na,18:00:01,sub,24.871,88
post2,29/09/2021,PLPE,B,na,na,na,11:00:00,sub,30,81.6
planting,07/10/2018,PLPE,A,na,na,na,20:00:01,sub,24.677,94
post2,29/09/2021,PLPE,B,na,na,na,12:00:00,sub,31,74.8
planting,07/10/2018,PLPE,A,na,na,na,21:00:01,sub,24.581,92.6
post2,29/09/2021,PLPE,B,na,na,na,13:00:00,sub,31.3,72.2
planting,07/10/2018,PLPE,A,na,na,na,00:00:01,sub,24.532,97.5
post2,29/09/2021,PLPE,B,na,na,na,14:00:00,sub,33.7,65.2
planting,07/10/2018,PLPE,A,na,na,na,19:00:01,sub,24.315,93.5
post2,29/09/2021,PLPE,B,na,na,na,15:00:00,sub,32.9,61.2
planting,07/10/2018,PLPE,A,na,na,na,22:00:01,sub,24.291,94
post2,29/09/2021,PLPE,B,na,na,na,16:00:00,sub,32.2,67.8
planting,07/10/2018,PLPE,A,na,na,na,01:00:01,sub,24.195,98.5
post2,29/09/2021,PLPE,B,na,na,na,17:00:00,sub,30.4,76
planting,07/10/2018,PLPE,A,na,na,na,02:00:01,sub,24.122,99
post2,29/09/2021,PLPE,B,na,na,na,18:00:00,sub,28.5,85
planting,07/10/2018,PLPE,A,na,na,na,07:00:01,sub,24.002,99.9
post2,29/09/2021,PLPE,B,na,na,na,19:00:00,sub,26.8,91.2
planting,07/10/2018,PLPE,A,na,na,na,23:00:01,sub,23.881,95.9
post2,29/09/2021,PLPE,B,na,na,na,20:00:00,sub,26.2,94.5
planting,07/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.857,99.3
post2,29/09/2021,PLPE,B,na,na,na,21:00:00,sub,25.6,95.7
planting,07/10/2018,PLPE,A,na,na,na,06:00:01,sub,23.545,99.9
post2,29/09/2021,PLPE,B,na,na,na,22:00:00,sub,25.7,96.1
planting,07/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.521,99.6
post2,29/09/2021,PLPE,B,na,na,na,23:00:00,sub,23.5,97.8
planting,07/10/2018,PLPE,A,na,na,na,05:00:01,sub,23.497,99.8
post2,30/09/2021,PLPE,B,na,na,na,00:00:00,sub,23.4,98.4
planting,08/10/2018,PLPE,A,na,na,na,13:00:01,sub,35.422,57.8
post2,30/09/2021,PLPE,B,na,na,na,01:00:00,sub,23.2,98.8
planting,08/10/2018,PLPE,A,na,na,na,14:00:01,sub,34.598,56.2
post2,30/09/2021,PLPE,B,na,na,na,02:00:00,sub,23,99.1
planting,08/10/2018,PLPE,A,na,na,na,12:00:01,sub,33.469,61.8
post2,30/09/2021,PLPE,B,na,na,na,03:00:00,sub,23,99.3
planting,08/10/2018,PLPE,A,na,na,na,15:00:01,sub,32.717,55.8
post2,30/09/2021,PLPE,B,na,na,na,04:00:00,sub,23.1,99.6
planting,08/10/2018,PLPE,A,na,na,na,11:00:01,sub,32.407,70.8
post2,30/09/2021,PLPE,B,na,na,na,05:00:00,sub,23.3,99.6
planting,08/10/2018,PLPE,A,na,na,na,10:00:01,sub,30.571,78.4
post2,30/09/2021,PLPE,B,na,na,na,06:00:00,sub,23.3,99.6
planting,08/10/2018,PLPE,A,na,na,na,16:00:01,sub,28.642,61.6
post2,30/09/2021,PLPE,B,na,na,na,07:00:00,sub,23.8,99.7
planting,08/10/2018,PLPE,A,na,na,na,09:00:01,sub,28.196,85
post2,30/09/2021,PLPE,B,na,na,na,08:00:00,sub,25.3,98.3
planting,08/10/2018,PLPE,A,na,na,na,08:00:01,sub,26.036,94.5
post2,30/09/2021,PLPE,B,na,na,na,09:00:00,sub,27.5,91.2
planting,08/10/2018,PLPE,A,na,na,na,17:00:01,sub,24.388,89.1
post2,30/09/2021,PLPE,B,na,na,na,10:00:00,sub,29.6,78.7
planting,08/10/2018,PLPE,A,na,na,na,18:00:01,sub,24.339,96.2
post2,30/09/2021,PLPE,B,na,na,na,11:00:00,sub,30.3,75.3
planting,08/10/2018,PLPE,A,na,na,na,20:00:01,sub,24.122,97.7
post2,30/09/2021,PLPE,B,na,na,na,12:00:00,sub,30.8,73.3
planting,08/10/2018,PLPE,A,na,na,na,19:00:01,sub,24.098,96.9
post2,30/09/2021,PLPE,B,na,na,na,13:00:00,sub,29.8,76.1
planting,08/10/2018,PLPE,A,na,na,na,21:00:01,sub,24.098,98
post2,30/09/2021,PLPE,B,na,na,na,14:00:00,sub,28.5,80.5
planting,08/10/2018,PLPE,A,na,na,na,22:00:01,sub,23.93,98.1
post2,30/09/2021,PLPE,B,na,na,na,15:00:00,sub,29.1,79.7
planting,08/10/2018,PLPE,A,na,na,na,23:00:01,sub,23.857,98.7
post2,30/09/2021,PLPE,B,na,na,na,16:00:00,sub,28.3,82.7
planting,08/10/2018,PLPE,A,na,na,na,07:00:01,sub,23.665,99.6
post2,30/09/2021,PLPE,B,na,na,na,17:00:00,sub,27.8,87.1
planting,08/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.569,99.4
post2,30/09/2021,PLPE,B,na,na,na,18:00:00,sub,26.9,90.7
planting,08/10/2018,PLPE,A,na,na,na,00:00:01,sub,23.497,97.6
post2,30/09/2021,PLPE,B,na,na,na,19:00:00,sub,26.2,91.1
planting,08/10/2018,PLPE,A,na,na,na,01:00:01,sub,23.352,98.6
post2,30/09/2021,PLPE,B,na,na,na,20:00:00,sub,26.1,91.8
planting,08/10/2018,PLPE,A,na,na,na,02:00:01,sub,23.304,99.1
post2,30/09/2021,PLPE,B,na,na,na,21:00:00,sub,24.8,95.5
planting,08/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.136,99.2
post2,30/09/2021,PLPE,B,na,na,na,22:00:00,sub,24.8,95.5
planting,08/10/2018,PLPE,A,na,na,na,05:00:01,sub,23.04,99.1
post2,30/09/2021,PLPE,B,na,na,na,23:00:00,sub,24.1,97.2
planting,08/10/2018,PLPE,A,na,na,na,06:00:01,sub,22.896,99.5
post2,01/10/2021,PLPE,B,na,na,na,00:00:00,sub,23.8,98
planting,09/10/2018,PLPE,A,na,na,na,11:00:01,sub,32.613,72.2
post2,01/10/2021,PLPE,B,na,na,na,01:00:00,sub,23.7,98.5
planting,09/10/2018,PLPE,A,na,na,na,12:00:01,sub,31.689,64
post2,01/10/2021,PLPE,B,na,na,na,02:00:00,sub,23.6,98.9
planting,09/10/2018,PLPE,A,na,na,na,10:00:01,sub,29.34,82.3
post2,01/10/2021,PLPE,B,na,na,na,03:00:00,sub,23.9,99.3
planting,09/10/2018,PLPE,A,na,na,na,13:00:01,sub,28.742,68.9
post2,01/10/2021,PLPE,B,na,na,na,04:00:00,sub,24.2,98.3
planting,09/10/2018,PLPE,A,na,na,na,14:00:01,sub,27.259,89.7
post2,01/10/2021,PLPE,B,na,na,na,05:00:00,sub,23.7,98.6
planting,09/10/2018,PLPE,A,na,na,na,16:00:01,sub,27.259,85.9
post2,01/10/2021,PLPE,B,na,na,na,06:00:00,sub,23.8,99.3
planting,09/10/2018,PLPE,A,na,na,na,09:00:01,sub,26.965,93.5
post2,01/10/2021,PLPE,B,na,na,na,07:00:00,sub,24.4,99.3
planting,09/10/2018,PLPE,A,na,na,na,15:00:01,sub,26.818,88
post2,01/10/2021,PLPE,B,na,na,na,08:00:00,sub,25.8,97.3
planting,09/10/2018,PLPE,A,na,na,na,17:00:01,sub,26.402,86.2
post2,01/10/2021,PLPE,B,na,na,na,09:00:00,sub,26.5,92.1
planting,09/10/2018,PLPE,A,na,na,na,08:00:01,sub,25.258,99.5
post2,01/10/2021,PLPE,B,na,na,na,10:00:00,sub,27.1,88.3
planting,09/10/2018,PLPE,A,na,na,na,18:00:01,sub,24.002,90.4
post2,01/10/2021,PLPE,B,na,na,na,11:00:00,sub,28.8,84.8
planting,09/10/2018,PLPE,A,na,na,na,00:00:01,sub,23.905,98.9
post2,01/10/2021,PLPE,B,na,na,na,12:00:00,sub,30.3,76.6
planting,09/10/2018,PLPE,A,na,na,na,01:00:01,sub,23.713,99.4
post2,01/10/2021,PLPE,B,na,na,na,13:00:00,sub,29.4,77
planting,09/10/2018,PLPE,A,na,na,na,19:00:01,sub,23.641,97.5
post2,01/10/2021,PLPE,B,na,na,na,14:00:00,sub,30.6,69.2
planting,09/10/2018,PLPE,A,na,na,na,07:00:01,sub,23.569,100
post2,01/10/2021,PLPE,B,na,na,na,15:00:00,sub,30.2,72.8
planting,09/10/2018,PLPE,A,na,na,na,02:00:01,sub,23.521,99.6
post2,01/10/2021,PLPE,B,na,na,na,16:00:00,sub,29.6,79.1
planting,09/10/2018,PLPE,A,na,na,na,23:00:01,sub,23.4,99.6
post2,01/10/2021,PLPE,B,na,na,na,17:00:00,sub,29.4,82
planting,09/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.352,99.8
post2,01/10/2021,PLPE,B,na,na,na,18:00:00,sub,27.7,81.6
planting,09/10/2018,PLPE,A,na,na,na,22:00:01,sub,23.304,99.2
post2,01/10/2021,PLPE,B,na,na,na,19:00:00,sub,26.1,84
planting,09/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.256,99.9
post2,01/10/2021,PLPE,B,na,na,na,20:00:00,sub,25.1,89.2
planting,09/10/2018,PLPE,A,na,na,na,20:00:01,sub,23.232,98
post2,01/10/2021,PLPE,B,na,na,na,21:00:00,sub,24.5,93.6
planting,09/10/2018,PLPE,A,na,na,na,21:00:01,sub,23.208,98.7
post2,01/10/2021,PLPE,B,na,na,na,22:00:00,sub,24.8,92.7
planting,09/10/2018,PLPE,A,na,na,na,05:00:01,sub,22.92,100
post2,01/10/2021,PLPE,B,na,na,na,23:00:00,sub,25,91.5
planting,09/10/2018,PLPE,A,na,na,na,06:00:01,sub,22.8,100
post2,02/10/2021,PLPE,B,na,na,na,00:00:00,sub,24.7,93.5
planting,10/10/2018,PLPE,A,na,na,na,14:00:01,sub,35.77,62.9
post2,02/10/2021,PLPE,B,na,na,na,01:00:00,sub,24,96.3
planting,10/10/2018,PLPE,A,na,na,na,11:00:01,sub,34.624,67.3
post2,02/10/2021,PLPE,B,na,na,na,02:00:00,sub,23.9,97.4
planting,10/10/2018,PLPE,A,na,na,na,12:00:01,sub,34.124,58.5
post2,02/10/2021,PLPE,B,na,na,na,03:00:00,sub,24.1,98.2
planting,10/10/2018,PLPE,A,na,na,na,13:00:01,sub,31.484,60.2
post2,02/10/2021,PLPE,B,na,na,na,04:00:00,sub,23.7,98.5
planting,10/10/2018,PLPE,A,na,na,na,15:00:01,sub,30.976,61.9
post2,02/10/2021,PLPE,B,na,na,na,05:00:00,sub,23.8,98.9
planting,10/10/2018,PLPE,A,na,na,na,10:00:01,sub,29.991,79.7
post2,02/10/2021,PLPE,B,na,na,na,06:00:00,sub,23.6,99.1
planting,10/10/2018,PLPE,A,na,na,na,09:00:01,sub,27.554,89.8
post2,02/10/2021,PLPE,B,na,na,na,07:00:00,sub,23.9,99.3
planting,10/10/2018,PLPE,A,na,na,na,08:00:01,sub,25.38,98.5
post2,02/10/2021,PLPE,B,na,na,na,08:00:00,sub,25.1,97.9
planting,10/10/2018,PLPE,A,na,na,na,22:00:01,sub,24.484,99.7
post2,02/10/2021,PLPE,B,na,na,na,09:00:00,sub,26.9,91.1
planting,10/10/2018,PLPE,A,na,na,na,21:00:01,sub,24.315,99.5
post2,02/10/2021,PLPE,B,na,na,na,10:00:00,sub,29,82.9
planting,10/10/2018,PLPE,A,na,na,na,23:00:01,sub,24.195,99.8
post2,02/10/2021,PLPE,B,na,na,na,11:00:00,sub,31,74.4
planting,10/10/2018,PLPE,A,na,na,na,16:00:01,sub,24.146,83.1
post2,02/10/2021,PLPE,B,na,na,na,12:00:00,sub,30.4,74.2
planting,10/10/2018,PLPE,A,na,na,na,20:00:01,sub,23.761,99.2
post2,02/10/2021,PLPE,B,na,na,na,13:00:00,sub,30.6,73.5
planting,10/10/2018,PLPE,A,na,na,na,19:00:01,sub,23.689,98.9
post2,02/10/2021,PLPE,B,na,na,na,14:00:00,sub,30.3,77.3
planting,10/10/2018,PLPE,A,na,na,na,07:00:01,sub,23.593,100
post2,02/10/2021,PLPE,B,na,na,na,15:00:00,sub,30.3,77.7
planting,10/10/2018,PLPE,A,na,na,na,00:00:01,sub,23.521,99.8
post2,02/10/2021,PLPE,B,na,na,na,16:00:00,sub,29.2,80.3
planting,10/10/2018,PLPE,A,na,na,na,01:00:01,sub,23.448,99.9
post2,02/10/2021,PLPE,B,na,na,na,17:00:00,sub,28.3,82.6
planting,10/10/2018,PLPE,A,na,na,na,02:00:01,sub,23.448,100
post2,02/10/2021,PLPE,B,na,na,na,18:00:00,sub,27.2,85.6
planting,10/10/2018,PLPE,A,na,na,na,18:00:01,sub,23.448,98.2
post2,02/10/2021,PLPE,B,na,na,na,19:00:00,sub,26.4,86
planting,10/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.424,100
post2,02/10/2021,PLPE,B,na,na,na,20:00:00,sub,25.6,85.3
planting,10/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.376,100
post2,02/10/2021,PLPE,B,na,na,na,21:00:00,sub,23.9,93.7
planting,10/10/2018,PLPE,A,na,na,na,05:00:01,sub,23.328,100
post2,02/10/2021,PLPE,B,na,na,na,22:00:00,sub,23.6,95.8
planting,10/10/2018,PLPE,A,na,na,na,06:00:01,sub,23.304,100
post2,02/10/2021,PLPE,B,na,na,na,23:00:00,sub,24,95.7
planting,10/10/2018,PLPE,A,na,na,na,17:00:01,sub,23.16,96.6
post2,03/10/2021,PLPE,B,na,na,na,00:00:00,sub,23.8,96.3
planting,11/10/2018,PLPE,A,na,na,na,10:00:01,sub,28.518,88.4
post2,03/10/2021,PLPE,B,na,na,na,01:00:00,sub,23.8,97.4
planting,11/10/2018,PLPE,A,na,na,na,09:00:01,sub,27.702,94.7
post2,03/10/2021,PLPE,B,na,na,na,02:00:00,sub,24.1,97.7
planting,11/10/2018,PLPE,A,na,na,na,12:00:01,sub,27.284,92.6
post2,03/10/2021,PLPE,B,na,na,na,03:00:00,sub,23.7,98.4
planting,11/10/2018,PLPE,A,na,na,na,11:00:01,sub,26.867,89.1
post2,03/10/2021,PLPE,B,na,na,na,04:00:00,sub,23.5,98.9
planting,11/10/2018,PLPE,A,na,na,na,16:00:01,sub,26.842,92.5
post2,03/10/2021,PLPE,B,na,na,na,05:00:00,sub,23.2,99.2
planting,11/10/2018,PLPE,A,na,na,na,15:00:01,sub,25.866,95.6
post2,03/10/2021,PLPE,B,na,na,na,06:00:00,sub,22.9,99.4
planting,11/10/2018,PLPE,A,na,na,na,14:00:01,sub,25.258,95.2
post2,03/10/2021,PLPE,B,na,na,na,07:00:00,sub,24,99.1
planting,11/10/2018,PLPE,A,na,na,na,13:00:01,sub,25.186,89.8
post2,03/10/2021,PLPE,B,na,na,na,08:00:00,sub,26.7,93.7
planting,11/10/2018,PLPE,A,na,na,na,08:00:01,sub,24.992,99.7
post2,03/10/2021,PLPE,B,na,na,na,09:00:00,sub,28.3,83.7
planting,11/10/2018,PLPE,A,na,na,na,17:00:01,sub,24.895,90
post2,03/10/2021,PLPE,B,na,na,na,10:00:00,sub,30,76.4
planting,11/10/2018,PLPE,A,na,na,na,18:00:01,sub,24.243,94.9
post2,03/10/2021,PLPE,B,na,na,na,11:00:00,sub,31.2,71.2
planting,11/10/2018,PLPE,A,na,na,na,22:00:01,sub,24.146,99.8
post2,03/10/2021,PLPE,B,na,na,na,12:00:00,sub,33.2,65.7
planting,11/10/2018,PLPE,A,na,na,na,19:00:01,sub,24.05,98
post2,03/10/2021,PLPE,B,na,na,na,13:00:00,sub,32.9,62
planting,11/10/2018,PLPE,A,na,na,na,20:00:01,sub,24.05,99
post2,03/10/2021,PLPE,B,na,na,na,14:00:00,sub,33.8,60.3
planting,11/10/2018,PLPE,A,na,na,na,21:00:01,sub,24.002,99.5
post2,03/10/2021,PLPE,B,na,na,na,15:00:00,sub,34.2,60.1
planting,11/10/2018,PLPE,A,na,na,na,02:00:01,sub,23.954,100
post2,03/10/2021,PLPE,B,na,na,na,16:00:00,sub,32.1,67
planting,11/10/2018,PLPE,A,na,na,na,01:00:01,sub,23.905,100
post2,03/10/2021,PLPE,B,na,na,na,17:00:00,sub,31.2,72.1
planting,11/10/2018,PLPE,A,na,na,na,07:00:01,sub,23.881,100
post2,03/10/2021,PLPE,B,na,na,na,18:00:00,sub,29.7,78.8
planting,11/10/2018,PLPE,A,na,na,na,03:00:01,sub,23.857,100
post2,03/10/2021,PLPE,B,na,na,na,19:00:00,sub,28,85.9
planting,11/10/2018,PLPE,A,na,na,na,00:00:01,sub,23.809,99.9
post2,03/10/2021,PLPE,B,na,na,na,20:00:00,sub,27.4,86.2
planting,11/10/2018,PLPE,A,na,na,na,04:00:01,sub,23.737,100
post2,03/10/2021,PLPE,B,na,na,na,21:00:00,sub,25.9,92.1
planting,11/10/2018,PLPE,A,na,na,na,05:00:01,sub,23.521,100
post2,03/10/2021,PLPE,B,na,na,na,22:00:00,sub,24.7,95.2
planting,11/10/2018,PLPE,A,na,na,na,06:00:01,sub,23.088,100
post2,03/10/2021,PLPE,B,na,na,na,23:00:00,sub,24,96.6
planting,11/10/2018,PLPE,A,na,na,na,23:00:01,sub,22.202,99.7
post2,04/10/2021,PLPE,B,na,na,na,00:00:00,sub,24.1,97.6
planting,12/10/2018,PLPE,A,na,na,na,13:00:01,sub,30.243,76.6
post2,04/10/2021,PLPE,B,na,na,na,01:00:00,sub,24.4,98
planting,12/10/2018,PLPE,A,na,na,na,14:00:01,sub,29.966,72.9
post2,04/10/2021,PLPE,B,na,na,na,02:00:00,sub,24,98.3
planting,12/10/2018,PLPE,A,na,na,na,15:00:01,sub,29.69,72.6
post2,04/10/2021,PLPE,B,na,na,na,03:00:00,sub,23.6,98.7
planting,12/10/2018,PLPE,A,na,na,na,16:00:01,sub,29.19,72.5
post2,04/10/2021,PLPE,B,na,na,na,04:00:00,sub,23.7,99.2
planting,12/10/2018,PLPE,A,na,na,na,11:00:01,sub,29.015,88.7
post2,04/10/2021,PLPE,B,na,na,na,05:00:00,sub,23.7,99.1
planting,12/10/2018,PLPE,A,na,na,na,17:00:01,sub,28.766,76.1
post2,04/10/2021,PLPE,B,na,na,na,06:00:00,sub,23.1,99.3
planting,12/10/2018,PLPE,A,na,na,na,12:00:01,sub,28.369,83.3
post2,04/10/2021,PLPE,B,na,na,na,07:00:00,sub,24.2,99.3
planting,12/10/2018,PLPE,A,na,na,na,18:00:01,sub,27.308,82.5
post2,04/10/2021,PLPE,B,na,na,na,08:00:00,sub,27,94.5
planting,12/10/2018,PLPE,A,na,na,na,21:00:01,sub,26.426,94.4
post2,04/10/2021,PLPE,B,na,na,na,09:00:00,sub,28.9,84.9
planting,12/10/2018,PLPE,A,na,na,na,19:00:01,sub,26.304,89.3
post2,04/10/2021,PLPE,B,na,na,na,10:00:00,sub,31.1,75.2
planting,12/10/2018,PLPE,A,na,na,na,22:00:01,sub,25.963,92.4
post2,04/10/2021,PLPE,B,na,na,na,11:00:00,sub,31.4,68
planting,12/10/2018,PLPE,A,na,na,na,20:00:01,sub,25.914,93.3
post2,04/10/2021,PLPE,B,na,na,na,12:00:00,sub,34.4,58.3
planting,12/10/2018,PLPE,A,na,na,na,10:00:01,sub,25.72,95.8
post2,04/10/2021,PLPE,B,na,na,na,13:00:00,sub,35.9,52.7
planting,12/10/2018,PLPE,A,na,na,na,23:00:01,sub,25.574,93.6
post2,04/10/2021,PLPE,B,na,na,na,14:00:00,sub,33.9,62.3
planting,12/10/2018,PLPE,A,na,na,na,09:00:01,sub,24.46,99.8
post2,04/10/2021,PLPE,B,na,na,na,15:00:00,sub,34.3,58.1
planting,12/10/2018,PLPE,A,na,na,na,08:00:01,sub,23.545,100
post2,04/10/2021,PLPE,B,na,na,na,16:00:00,sub,34.2,59.2
planting,12/10/2018,PLPE,A,na,na,na,04:00:01,sub,22.92,100
post2,04/10/2021,PLPE,B,na,na,na,17:00:00,sub,31.6,68.7
planting,12/10/2018,PLPE,A,na,na,na,07:00:01,sub,22.824,100
post2,04/10/2021,PLPE,B,na,na,na,18:00:00,sub,28.9,85.3
planting,12/10/2018,PLPE,A,na,na,na,02:00:01,sub,22.8,100
post2,04/10/2021,PLPE,B,na,na,na,19:00:00,sub,26.8,92.3
planting,12/10/2018,PLPE,A,na,na,na,03:00:01,sub,22.776,100
post2,04/10/2021,PLPE,B,na,na,na,20:00:00,sub,25.6,94.4
planting,12/10/2018,PLPE,A,na,na,na,05:00:01,sub,22.776,100
