timepoint,date,river,treatment,side,transect,point,time,station,Temp.C,RH.perncen
planting,22/06/2018,PLPE,A,na,na,na,18:00:01,sub,28.394,53.8
planting,22/06/2018,PLPE,A,na,na,na,19:00:01,sub,28.394,54.6
planting,22/06/2018,PLPE,A,na,na,na,17:00:01,sub,28.32,53.7
planting,22/06/2018,PLPE,A,na,na,na,20:00:01,sub,28.295,58.9
planting,22/06/2018,PLPE,A,na,na,na,15:00:01,sub,28.122,57.5
planting,22/06/2018,PLPE,A,na,na,na,21:00:01,sub,28.122,62.3
planting,22/06/2018,PLPE,A,na,na,na,22:00:01,sub,27.974,64.6
planting,22/06/2018,PLPE,A,na,na,na,16:00:01,sub,27.875,51.8
planting,22/06/2018,PLPE,A,na,na,na,23:00:01,sub,27.801,66.6
planting,22/06/2018,PLPE,A,na,na,na,14:00:01,sub,27.604,54.6
planting,22/06/2018,PLPE,A,na,na,na,13:00:01,sub,27.53,56.1
planting,22/06/2018,PLPE,A,na,na,na,12:00:01,sub,27.456,56.9
planting,22/06/2018,PLPE,A,na,na,na,11:00:01,sub,27.161,56.6
planting,22/06/2018,PLPE,A,na,na,na,10:00:01,sub,26.671,55.1
planting,22/06/2018,PLPE,A,na,na,na,09:00:01,sub,26.549,54.3
planting,23/06/2018,PLPE,A,na,na,na,18:00:01,sub,28.27,69.8
planting,23/06/2018,PLPE,A,na,na,na,17:00:01,sub,28.245,68.9
planting,23/06/2018,PLPE,A,na,na,na,19:00:01,sub,28.171,70.6
planting,23/06/2018,PLPE,A,na,na,na,16:00:01,sub,28.097,68.5
planting,23/06/2018,PLPE,A,na,na,na,20:00:01,sub,28.048,71.5
planting,23/06/2018,PLPE,A,na,na,na,21:00:01,sub,27.899,72.4
planting,23/06/2018,PLPE,A,na,na,na,15:00:01,sub,27.85,68.1
planting,23/06/2018,PLPE,A,na,na,na,22:00:01,sub,27.727,73.1
planting,23/06/2018,PLPE,A,na,na,na,14:00:01,sub,27.628,67.9
planting,23/06/2018,PLPE,A,na,na,na,00:00:01,sub,27.604,67.8
planting,23/06/2018,PLPE,A,na,na,na,23:00:01,sub,27.481,73.6
planting,23/06/2018,PLPE,A,na,na,na,01:00:01,sub,27.431,69
planting,23/06/2018,PLPE,A,na,na,na,02:00:01,sub,27.333,69.9
planting,23/06/2018,PLPE,A,na,na,na,03:00:01,sub,27.259,70.5
planting,23/06/2018,PLPE,A,na,na,na,13:00:01,sub,27.235,68.3
planting,23/06/2018,PLPE,A,na,na,na,04:00:01,sub,27.186,71.1
planting,23/06/2018,PLPE,A,na,na,na,05:00:01,sub,27.136,72
planting,23/06/2018,PLPE,A,na,na,na,06:00:01,sub,27.014,73.2
planting,23/06/2018,PLPE,A,na,na,na,12:00:01,sub,26.916,67.1
planting,23/06/2018,PLPE,A,na,na,na,10:00:01,sub,26.744,58.8
planting,23/06/2018,PLPE,A,na,na,na,11:00:01,sub,26.646,64.8
planting,23/06/2018,PLPE,A,na,na,na,08:00:01,sub,26.524,69.8
planting,23/06/2018,PLPE,A,na,na,na,09:00:01,sub,26.524,65
planting,23/06/2018,PLPE,A,na,na,na,07:00:01,sub,26.426,69.9
planting,24/06/2018,PLPE,A,na,na,na,18:00:01,sub,30.192,67.5
planting,24/06/2018,PLPE,A,na,na,na,17:00:01,sub,30.167,67.3
planting,24/06/2018,PLPE,A,na,na,na,19:00:01,sub,30.066,68.2
planting,24/06/2018,PLPE,A,na,na,na,16:00:01,sub,29.966,68.3
planting,24/06/2018,PLPE,A,na,na,na,20:00:01,sub,29.89,69
planting,24/06/2018,PLPE,A,na,na,na,21:00:01,sub,29.69,69.7
planting,24/06/2018,PLPE,A,na,na,na,15:00:01,sub,29.615,69.3
planting,24/06/2018,PLPE,A,na,na,na,22:00:01,sub,29.464,70.3
planting,24/06/2018,PLPE,A,na,na,na,23:00:01,sub,29.24,70.9
planting,24/06/2018,PLPE,A,na,na,na,14:00:01,sub,29.14,70.5
planting,24/06/2018,PLPE,A,na,na,na,13:00:01,sub,28.493,71.8
planting,24/06/2018,PLPE,A,na,na,na,12:00:01,sub,27.801,72.9
planting,24/06/2018,PLPE,A,na,na,na,00:00:01,sub,27.186,73.8
planting,24/06/2018,PLPE,A,na,na,na,11:00:01,sub,27.063,73.9
planting,24/06/2018,PLPE,A,na,na,na,01:00:01,sub,26.916,74
planting,24/06/2018,PLPE,A,na,na,na,02:00:01,sub,26.646,74.1
planting,24/06/2018,PLPE,A,na,na,na,10:00:01,sub,26.5,74.8
planting,24/06/2018,PLPE,A,na,na,na,03:00:01,sub,26.426,74.1
planting,24/06/2018,PLPE,A,na,na,na,04:00:01,sub,26.28,74
planting,24/06/2018,PLPE,A,na,na,na,05:00:01,sub,26.158,74
planting,24/06/2018,PLPE,A,na,na,na,09:00:01,sub,26.109,75
planting,24/06/2018,PLPE,A,na,na,na,06:00:01,sub,26.012,74.1
planting,24/06/2018,PLPE,A,na,na,na,08:00:01,sub,25.963,74.6
planting,24/06/2018,PLPE,A,na,na,na,07:00:01,sub,25.89,74.3
planting,25/06/2018,PLPE,A,na,na,na,00:00:01,sub,29.04,71.5
planting,25/06/2018,PLPE,A,na,na,na,01:00:01,sub,28.419,71.6
planting,25/06/2018,PLPE,A,na,na,na,02:00:01,sub,27.751,71.5
planting,25/06/2018,PLPE,A,na,na,na,16:00:01,sub,27.358,47.8
planting,25/06/2018,PLPE,A,na,na,na,03:00:01,sub,27.284,71.7
planting,25/06/2018,PLPE,A,na,na,na,17:00:01,sub,27.136,47.4
planting,25/06/2018,PLPE,A,na,na,na,19:00:01,sub,26.989,45.7
planting,25/06/2018,PLPE,A,na,na,na,04:00:01,sub,26.94,72.1
planting,25/06/2018,PLPE,A,na,na,na,20:00:01,sub,26.94,51.7
planting,25/06/2018,PLPE,A,na,na,na,18:00:01,sub,26.842,42.8
planting,25/06/2018,PLPE,A,na,na,na,21:00:01,sub,26.842,57.6
planting,25/06/2018,PLPE,A,na,na,na,15:00:01,sub,26.818,52.2
planting,25/06/2018,PLPE,A,na,na,na,22:00:01,sub,26.744,60.8
planting,25/06/2018,PLPE,A,na,na,na,23:00:01,sub,26.671,63.3
planting,25/06/2018,PLPE,A,na,na,na,05:00:01,sub,26.646,72.5
planting,25/06/2018,PLPE,A,na,na,na,09:00:01,sub,26.524,67
planting,25/06/2018,PLPE,A,na,na,na,06:00:01,sub,26.402,72.9
planting,25/06/2018,PLPE,A,na,na,na,12:00:01,sub,26.329,53.3
planting,25/06/2018,PLPE,A,na,na,na,13:00:01,sub,26.329,52
planting,25/06/2018,PLPE,A,na,na,na,14:00:01,sub,26.28,50.6
planting,25/06/2018,PLPE,A,na,na,na,07:00:01,sub,26.036,71.3
planting,25/06/2018,PLPE,A,na,na,na,10:00:01,sub,25.939,61.2
planting,25/06/2018,PLPE,A,na,na,na,08:00:01,sub,25.914,68
planting,25/06/2018,PLPE,A,na,na,na,11:00:01,sub,25.55,53.8
planting,26/06/2018,PLPE,A,na,na,na,17:00:01,sub,28.518,59
planting,26/06/2018,PLPE,A,na,na,na,18:00:01,sub,28.171,52.5
planting,26/06/2018,PLPE,A,na,na,na,19:00:01,sub,28.171,50.6
planting,26/06/2018,PLPE,A,na,na,na,16:00:01,sub,28.122,56.5
planting,26/06/2018,PLPE,A,na,na,na,20:00:01,sub,28.122,58.3
planting,26/06/2018,PLPE,A,na,na,na,21:00:01,sub,27.998,62.1
planting,26/06/2018,PLPE,A,na,na,na,22:00:01,sub,27.875,65.1
planting,26/06/2018,PLPE,A,na,na,na,14:00:01,sub,27.776,55.8
planting,26/06/2018,PLPE,A,na,na,na,23:00:01,sub,27.727,67.1
planting,26/06/2018,PLPE,A,na,na,na,15:00:01,sub,27.677,57.7
planting,26/06/2018,PLPE,A,na,na,na,13:00:01,sub,27.407,50.4
planting,26/06/2018,PLPE,A,na,na,na,12:00:01,sub,26.744,50.3
planting,26/06/2018,PLPE,A,na,na,na,00:00:01,sub,26.598,65.1
planting,26/06/2018,PLPE,A,na,na,na,01:00:01,sub,26.524,66.3
planting,26/06/2018,PLPE,A,na,na,na,02:00:01,sub,26.451,67.9
planting,26/06/2018,PLPE,A,na,na,na,03:00:01,sub,26.378,69.7
planting,26/06/2018,PLPE,A,na,na,na,04:00:01,sub,26.304,71
planting,26/06/2018,PLPE,A,na,na,na,05:00:01,sub,26.256,71.8
planting,26/06/2018,PLPE,A,na,na,na,06:00:01,sub,26.182,72.3
planting,26/06/2018,PLPE,A,na,na,na,07:00:01,sub,26.036,72.6
planting,26/06/2018,PLPE,A,na,na,na,08:00:01,sub,25.866,69.6
planting,26/06/2018,PLPE,A,na,na,na,11:00:01,sub,25.768,50.1
planting,26/06/2018,PLPE,A,na,na,na,09:00:01,sub,25.72,62.4
planting,26/06/2018,PLPE,A,na,na,na,10:00:01,sub,25.671,53.9
planting,27/06/2018,PLPE,A,na,na,na,18:00:01,sub,27.801,72.2
planting,27/06/2018,PLPE,A,na,na,na,19:00:01,sub,27.801,72.5
planting,27/06/2018,PLPE,A,na,na,na,20:00:01,sub,27.727,73.3
planting,27/06/2018,PLPE,A,na,na,na,17:00:01,sub,27.653,72.5
planting,27/06/2018,PLPE,A,na,na,na,21:00:01,sub,27.628,74
planting,27/06/2018,PLPE,A,na,na,na,22:00:01,sub,27.481,74.6
planting,27/06/2018,PLPE,A,na,na,na,16:00:01,sub,27.382,72.9
planting,27/06/2018,PLPE,A,na,na,na,00:00:01,sub,27.358,68.6
planting,27/06/2018,PLPE,A,na,na,na,23:00:01,sub,27.308,75
planting,27/06/2018,PLPE,A,na,na,na,15:00:01,sub,27.038,73.2
planting,27/06/2018,PLPE,A,na,na,na,01:00:01,sub,26.989,69.6
planting,27/06/2018,PLPE,A,na,na,na,02:00:01,sub,26.72,70.1
planting,27/06/2018,PLPE,A,na,na,na,14:00:01,sub,26.5,74.3
planting,27/06/2018,PLPE,A,na,na,na,03:00:01,sub,26.475,70.8
planting,27/06/2018,PLPE,A,na,na,na,04:00:01,sub,26.207,71.4
planting,27/06/2018,PLPE,A,na,na,na,13:00:01,sub,26.134,75.7
planting,27/06/2018,PLPE,A,na,na,na,05:00:01,sub,25.987,72.3
planting,27/06/2018,PLPE,A,na,na,na,12:00:01,sub,25.817,75.8
planting,27/06/2018,PLPE,A,na,na,na,06:00:01,sub,25.793,72.9
planting,27/06/2018,PLPE,A,na,na,na,07:00:01,sub,25.647,73.4
planting,27/06/2018,PLPE,A,na,na,na,11:00:01,sub,25.598,75.2
planting,27/06/2018,PLPE,A,na,na,na,08:00:01,sub,25.501,73.6
planting,27/06/2018,PLPE,A,na,na,na,10:00:01,sub,25.453,74.6
planting,27/06/2018,PLPE,A,na,na,na,09:00:01,sub,25.404,73.9
planting,28/06/2018,PLPE,A,na,na,na,17:00:01,sub,28.766,51.4
planting,28/06/2018,PLPE,A,na,na,na,19:00:01,sub,28.617,48.8
planting,28/06/2018,PLPE,A,na,na,na,18:00:01,sub,28.518,49.2
planting,28/06/2018,PLPE,A,na,na,na,20:00:01,sub,28.518,55.4
planting,28/06/2018,PLPE,A,na,na,na,21:00:01,sub,28.369,59
planting,28/06/2018,PLPE,A,na,na,na,15:00:01,sub,28.32,54.6
planting,28/06/2018,PLPE,A,na,na,na,16:00:01,sub,28.295,50.1
planting,28/06/2018,PLPE,A,na,na,na,14:00:01,sub,28.122,59.5
planting,28/06/2018,PLPE,A,na,na,na,22:00:01,sub,28.097,64.9
planting,28/06/2018,PLPE,A,na,na,na,13:00:01,sub,27.924,56.6
planting,28/06/2018,PLPE,A,na,na,na,23:00:01,sub,27.702,67.4
planting,28/06/2018,PLPE,A,na,na,na,00:00:01,sub,27.161,75.4
planting,28/06/2018,PLPE,A,na,na,na,01:00:01,sub,26.989,75.6
planting,28/06/2018,PLPE,A,na,na,na,02:00:01,sub,26.867,75.9
planting,28/06/2018,PLPE,A,na,na,na,12:00:01,sub,26.867,51.7
planting,28/06/2018,PLPE,A,na,na,na,03:00:01,sub,26.695,76.1
planting,28/06/2018,PLPE,A,na,na,na,04:00:01,sub,26.549,76.4
planting,28/06/2018,PLPE,A,na,na,na,05:00:01,sub,26.402,76.6
planting,28/06/2018,PLPE,A,na,na,na,08:00:01,sub,26.378,71.2
planting,28/06/2018,PLPE,A,na,na,na,06:00:01,sub,26.28,76.6
planting,28/06/2018,PLPE,A,na,na,na,07:00:01,sub,26.134,75.2
planting,28/06/2018,PLPE,A,na,na,na,09:00:01,sub,26.085,62.8
planting,28/06/2018,PLPE,A,na,na,na,11:00:01,sub,26.085,52
planting,28/06/2018,PLPE,A,na,na,na,10:00:01,sub,26.061,55.3
planting,29/06/2018,PLPE,A,na,na,na,17:00:01,sub,27.875,52.5
planting,29/06/2018,PLPE,A,na,na,na,15:00:01,sub,27.579,57.5
planting,29/06/2018,PLPE,A,na,na,na,16:00:01,sub,27.554,54
planting,29/06/2018,PLPE,A,na,na,na,18:00:01,sub,27.431,49.9
planting,29/06/2018,PLPE,A,na,na,na,19:00:01,sub,27.358,53.9
planting,29/06/2018,PLPE,A,na,na,na,00:00:01,sub,27.284,68.3
planting,29/06/2018,PLPE,A,na,na,na,20:00:01,sub,27.112,60.9
planting,29/06/2018,PLPE,A,na,na,na,13:00:01,sub,27.087,56.1
planting,29/06/2018,PLPE,A,na,na,na,01:00:01,sub,26.94,68.9
planting,29/06/2018,PLPE,A,na,na,na,21:00:01,sub,26.94,65.2
planting,29/06/2018,PLPE,A,na,na,na,14:00:01,sub,26.867,54.5
planting,29/06/2018,PLPE,A,na,na,na,12:00:01,sub,26.842,57.9
planting,29/06/2018,PLPE,A,na,na,na,22:00:01,sub,26.769,67.6
planting,29/06/2018,PLPE,A,na,na,na,02:00:01,sub,26.72,69.4
planting,29/06/2018,PLPE,A,na,na,na,23:00:01,sub,26.549,68.8
planting,29/06/2018,PLPE,A,na,na,na,03:00:01,sub,26.5,70
planting,29/06/2018,PLPE,A,na,na,na,04:00:01,sub,26.28,70.3
planting,29/06/2018,PLPE,A,na,na,na,11:00:01,sub,26.207,56.9
planting,29/06/2018,PLPE,A,na,na,na,05:00:01,sub,26.036,70.7
planting,29/06/2018,PLPE,A,na,na,na,10:00:01,sub,25.89,57.1
planting,29/06/2018,PLPE,A,na,na,na,06:00:01,sub,25.841,71
planting,29/06/2018,PLPE,A,na,na,na,08:00:01,sub,25.744,65.4
planting,29/06/2018,PLPE,A,na,na,na,09:00:01,sub,25.623,60
planting,29/06/2018,PLPE,A,na,na,na,07:00:01,sub,25.477,69.5
planting,30/06/2018,PLPE,A,na,na,na,18:00:01,sub,29.464,65.4
planting,30/06/2018,PLPE,A,na,na,na,17:00:01,sub,29.365,64.7
planting,30/06/2018,PLPE,A,na,na,na,19:00:01,sub,29.29,66.7
planting,30/06/2018,PLPE,A,na,na,na,16:00:01,sub,29.165,64.2
planting,30/06/2018,PLPE,A,na,na,na,20:00:01,sub,29.09,67.5
planting,30/06/2018,PLPE,A,na,na,na,15:00:01,sub,28.866,63
planting,30/06/2018,PLPE,A,na,na,na,21:00:01,sub,28.841,68.5
planting,30/06/2018,PLPE,A,na,na,na,22:00:01,sub,28.518,69.5
planting,30/06/2018,PLPE,A,na,na,na,14:00:01,sub,28.345,61.2
planting,30/06/2018,PLPE,A,na,na,na,23:00:01,sub,28.171,70.3
planting,30/06/2018,PLPE,A,na,na,na,13:00:01,sub,27.628,57.4
planting,30/06/2018,PLPE,A,na,na,na,12:00:01,sub,26.598,54.8
planting,30/06/2018,PLPE,A,na,na,na,11:00:01,sub,26.426,62.9
planting,30/06/2018,PLPE,A,na,na,na,00:00:01,sub,26.329,69.9
planting,30/06/2018,PLPE,A,na,na,na,01:00:01,sub,26.134,70.9
planting,30/06/2018,PLPE,A,na,na,na,10:00:01,sub,26.109,60.1
planting,30/06/2018,PLPE,A,na,na,na,02:00:01,sub,25.963,71.4
planting,30/06/2018,PLPE,A,na,na,na,09:00:01,sub,25.866,62.7
planting,30/06/2018,PLPE,A,na,na,na,03:00:01,sub,25.841,71.8
planting,30/06/2018,PLPE,A,na,na,na,04:00:01,sub,25.72,72.2
planting,30/06/2018,PLPE,A,na,na,na,08:00:01,sub,25.647,68.9
planting,30/06/2018,PLPE,A,na,na,na,05:00:01,sub,25.598,72.6
planting,30/06/2018,PLPE,A,na,na,na,06:00:01,sub,25.501,73.1
planting,30/06/2018,PLPE,A,na,na,na,07:00:01,sub,25.089,70.6
planting,01/07/2018,PLPE,A,na,na,na,17:00:01,sub,29.215,72.9
planting,01/07/2018,PLPE,A,na,na,na,16:00:01,sub,29.19,72.7
planting,01/07/2018,PLPE,A,na,na,na,18:00:01,sub,29.165,73.2
planting,01/07/2018,PLPE,A,na,na,na,15:00:01,sub,29.14,72.7
planting,01/07/2018,PLPE,A,na,na,na,19:00:01,sub,29.015,73.6
planting,01/07/2018,PLPE,A,na,na,na,14:00:01,sub,28.99,72.8
planting,01/07/2018,PLPE,A,na,na,na,20:00:01,sub,28.791,73.9
planting,01/07/2018,PLPE,A,na,na,na,13:00:01,sub,28.717,73
planting,01/07/2018,PLPE,A,na,na,na,21:00:01,sub,28.568,74.3
planting,01/07/2018,PLPE,A,na,na,na,22:00:01,sub,28.394,74.6
planting,01/07/2018,PLPE,A,na,na,na,12:00:01,sub,28.295,73
planting,01/07/2018,PLPE,A,na,na,na,23:00:01,sub,28.27,75
planting,01/07/2018,PLPE,A,na,na,na,00:00:01,sub,27.899,71
planting,01/07/2018,PLPE,A,na,na,na,11:00:01,sub,27.751,73.7
planting,01/07/2018,PLPE,A,na,na,na,01:00:01,sub,27.628,71.7
planting,01/07/2018,PLPE,A,na,na,na,02:00:01,sub,27.358,72.2
planting,01/07/2018,PLPE,A,na,na,na,10:00:01,sub,27.112,74.6
planting,01/07/2018,PLPE,A,na,na,na,03:00:01,sub,27.087,72.5
planting,01/07/2018,PLPE,A,na,na,na,04:00:01,sub,26.867,72.8
planting,01/07/2018,PLPE,A,na,na,na,05:00:01,sub,26.695,73.1
planting,01/07/2018,PLPE,A,na,na,na,09:00:01,sub,26.695,74.7
planting,01/07/2018,PLPE,A,na,na,na,06:00:01,sub,26.524,73.5
planting,01/07/2018,PLPE,A,na,na,na,08:00:01,sub,26.5,74.3
planting,01/07/2018,PLPE,A,na,na,na,07:00:01,sub,26.426,73.9
planting,02/07/2018,PLPE,A,na,na,na,17:00:01,sub,28.791,51
planting,02/07/2018,PLPE,A,na,na,na,19:00:01,sub,28.543,45.9
planting,02/07/2018,PLPE,A,na,na,na,18:00:01,sub,28.493,49.7
planting,02/07/2018,PLPE,A,na,na,na,20:00:01,sub,28.493,53.2
planting,02/07/2018,PLPE,A,na,na,na,21:00:01,sub,28.394,57.3
planting,02/07/2018,PLPE,A,na,na,na,22:00:01,sub,28.295,60.2
planting,02/07/2018,PLPE,A,na,na,na,23:00:01,sub,28.122,62.6
planting,02/07/2018,PLPE,A,na,na,na,00:00:01,sub,28.072,75.5
planting,02/07/2018,PLPE,A,na,na,na,15:00:01,sub,27.949,53.3
planting,02/07/2018,PLPE,A,na,na,na,16:00:01,sub,27.949,50.3
planting,02/07/2018,PLPE,A,na,na,na,01:00:01,sub,27.899,76
planting,02/07/2018,PLPE,A,na,na,na,14:00:01,sub,27.801,52.1
planting,02/07/2018,PLPE,A,na,na,na,02:00:01,sub,27.505,76.2
planting,02/07/2018,PLPE,A,na,na,na,13:00:01,sub,27.382,50.3
planting,02/07/2018,PLPE,A,na,na,na,12:00:01,sub,27.063,53.5
planting,02/07/2018,PLPE,A,na,na,na,03:00:01,sub,26.965,75
planting,02/07/2018,PLPE,A,na,na,na,04:00:01,sub,26.72,74.7
planting,02/07/2018,PLPE,A,na,na,na,11:00:01,sub,26.72,55.2
planting,02/07/2018,PLPE,A,na,na,na,10:00:01,sub,26.549,57.8
planting,02/07/2018,PLPE,A,na,na,na,09:00:01,sub,26.524,64.8
planting,02/07/2018,PLPE,A,na,na,na,05:00:01,sub,26.475,75
planting,02/07/2018,PLPE,A,na,na,na,06:00:01,sub,26.28,75.1
planting,02/07/2018,PLPE,A,na,na,na,08:00:01,sub,26.207,69.6
planting,02/07/2018,PLPE,A,na,na,na,07:00:01,sub,25.987,74.6
planting,03/07/2018,PLPE,A,na,na,na,16:00:01,sub,28.32,50.6
planting,03/07/2018,PLPE,A,na,na,na,15:00:01,sub,28.171,54.6
planting,03/07/2018,PLPE,A,na,na,na,00:00:01,sub,27.949,64.5
planting,03/07/2018,PLPE,A,na,na,na,19:00:01,sub,27.825,49.4
planting,03/07/2018,PLPE,A,na,na,na,01:00:01,sub,27.776,66.2
planting,03/07/2018,PLPE,A,na,na,na,17:00:01,sub,27.776,47.8
planting,03/07/2018,PLPE,A,na,na,na,20:00:01,sub,27.702,55.6
planting,03/07/2018,PLPE,A,na,na,na,02:00:01,sub,27.653,68.1
planting,03/07/2018,PLPE,A,na,na,na,21:00:01,sub,27.554,60.4
planting,03/07/2018,PLPE,A,na,na,na,18:00:01,sub,27.53,46.3
planting,03/07/2018,PLPE,A,na,na,na,13:00:01,sub,27.481,54.5
planting,03/07/2018,PLPE,A,na,na,na,03:00:01,sub,27.456,69.4
planting,03/07/2018,PLPE,A,na,na,na,12:00:01,sub,27.431,56.6
planting,03/07/2018,PLPE,A,na,na,na,22:00:01,sub,27.333,62.5
planting,03/07/2018,PLPE,A,na,na,na,14:00:01,sub,27.21,55
planting,03/07/2018,PLPE,A,na,na,na,04:00:01,sub,27.186,70.4
planting,03/07/2018,PLPE,A,na,na,na,23:00:01,sub,27.112,64.3
planting,03/07/2018,PLPE,A,na,na,na,05:00:01,sub,26.989,70.6
planting,03/07/2018,PLPE,A,na,na,na,08:00:01,sub,26.916,69.4
planting,03/07/2018,PLPE,A,na,na,na,06:00:01,sub,26.867,70.8
planting,03/07/2018,PLPE,A,na,na,na,11:00:01,sub,26.842,55.6
planting,03/07/2018,PLPE,A,na,na,na,09:00:01,sub,26.818,60.4
planting,03/07/2018,PLPE,A,na,na,na,10:00:01,sub,26.695,55.5
planting,03/07/2018,PLPE,A,na,na,na,07:00:01,sub,26.451,70.9
planting,04/07/2018,PLPE,A,na,na,na,16:00:01,sub,29.315,53.3
planting,04/07/2018,PLPE,A,na,na,na,15:00:01,sub,29.24,58.5
planting,04/07/2018,PLPE,A,na,na,na,13:00:01,sub,29.065,60.1
planting,04/07/2018,PLPE,A,na,na,na,19:00:01,sub,29.015,49.5
planting,04/07/2018,PLPE,A,na,na,na,20:00:01,sub,29.015,53.5
planting,04/07/2018,PLPE,A,na,na,na,17:00:01,sub,28.941,51.3
planting,04/07/2018,PLPE,A,na,na,na,21:00:01,sub,28.866,57.8
planting,04/07/2018,PLPE,A,na,na,na,14:00:01,sub,28.841,62.6
planting,04/07/2018,PLPE,A,na,na,na,22:00:01,sub,28.617,61.1
planting,04/07/2018,PLPE,A,na,na,na,18:00:01,sub,28.593,47.2
planting,04/07/2018,PLPE,A,na,na,na,23:00:01,sub,28.419,62.7
planting,04/07/2018,PLPE,A,na,na,na,12:00:01,sub,27.653,55.3
planting,04/07/2018,PLPE,A,na,na,na,11:00:01,sub,27.21,52.9
planting,04/07/2018,PLPE,A,na,na,na,00:00:01,sub,26.965,65.6
planting,04/07/2018,PLPE,A,na,na,na,01:00:01,sub,26.842,66.7
planting,04/07/2018,PLPE,A,na,na,na,02:00:01,sub,26.695,67.7
planting,04/07/2018,PLPE,A,na,na,na,10:00:01,sub,26.622,54.7
planting,04/07/2018,PLPE,A,na,na,na,03:00:01,sub,26.549,68.5
planting,04/07/2018,PLPE,A,na,na,na,09:00:01,sub,26.549,60.5
planting,04/07/2018,PLPE,A,na,na,na,04:00:01,sub,26.402,69.2
planting,04/07/2018,PLPE,A,na,na,na,08:00:01,sub,26.28,67.3
planting,04/07/2018,PLPE,A,na,na,na,05:00:01,sub,26.231,70.2
planting,04/07/2018,PLPE,A,na,na,na,06:00:01,sub,26.085,71.1
planting,04/07/2018,PLPE,A,na,na,na,07:00:01,sub,25.963,72
planting,05/07/2018,PLPE,A,na,na,na,16:00:01,sub,28.692,49.4
planting,05/07/2018,PLPE,A,na,na,na,20:00:01,sub,28.617,46.9
planting,05/07/2018,PLPE,A,na,na,na,21:00:01,sub,28.568,51.1
planting,05/07/2018,PLPE,A,na,na,na,15:00:01,sub,28.518,52.6
planting,05/07/2018,PLPE,A,na,na,na,22:00:01,sub,28.394,56.3
planting,05/07/2018,PLPE,A,na,na,na,17:00:01,sub,28.32,47.9
planting,05/07/2018,PLPE,A,na,na,na,19:00:01,sub,28.295,43.5
planting,05/07/2018,PLPE,A,na,na,na,23:00:01,sub,28.221,60.3
planting,05/07/2018,PLPE,A,na,na,na,00:00:01,sub,28.196,64.1
planting,05/07/2018,PLPE,A,na,na,na,14:00:01,sub,28.196,51.8
planting,05/07/2018,PLPE,A,na,na,na,13:00:01,sub,28.147,50.3
planting,05/07/2018,PLPE,A,na,na,na,12:00:01,sub,27.998,52.8
planting,05/07/2018,PLPE,A,na,na,na,01:00:01,sub,27.949,65.3
planting,05/07/2018,PLPE,A,na,na,na,18:00:01,sub,27.899,45
planting,05/07/2018,PLPE,A,na,na,na,02:00:01,sub,27.727,66.5
planting,05/07/2018,PLPE,A,na,na,na,03:00:01,sub,27.505,67.6
planting,05/07/2018,PLPE,A,na,na,na,11:00:01,sub,27.382,48.2
planting,05/07/2018,PLPE,A,na,na,na,04:00:01,sub,27.284,68.5
planting,05/07/2018,PLPE,A,na,na,na,05:00:01,sub,27.087,69.5
planting,05/07/2018,PLPE,A,na,na,na,10:00:01,sub,26.965,51.2
planting,05/07/2018,PLPE,A,na,na,na,06:00:01,sub,26.916,70.4
planting,05/07/2018,PLPE,A,na,na,na,08:00:01,sub,26.744,66.2
planting,05/07/2018,PLPE,A,na,na,na,09:00:01,sub,26.72,61.7
planting,05/07/2018,PLPE,A,na,na,na,07:00:01,sub,26.402,68.5
planting,06/07/2018,PLPE,A,na,na,na,17:00:01,sub,28.866,49.6
planting,06/07/2018,PLPE,A,na,na,na,13:00:01,sub,28.791,60.5
planting,06/07/2018,PLPE,A,na,na,na,19:00:01,sub,28.742,50.5
planting,06/07/2018,PLPE,A,na,na,na,14:00:01,sub,28.717,62.3
planting,06/07/2018,PLPE,A,na,na,na,15:00:01,sub,28.642,58.2
planting,06/07/2018,PLPE,A,na,na,na,18:00:01,sub,28.617,45.8
planting,06/07/2018,PLPE,A,na,na,na,16:00:01,sub,28.568,53.2
planting,06/07/2018,PLPE,A,na,na,na,20:00:01,sub,28.543,56
planting,06/07/2018,PLPE,A,na,na,na,21:00:01,sub,28.345,60.7
planting,06/07/2018,PLPE,A,na,na,na,22:00:01,sub,28.171,62.6
planting,06/07/2018,PLPE,A,na,na,na,12:00:01,sub,28.122,58.4
planting,06/07/2018,PLPE,A,na,na,na,00:00:01,sub,28.097,62.3
planting,06/07/2018,PLPE,A,na,na,na,23:00:01,sub,27.998,64.1
planting,06/07/2018,PLPE,A,na,na,na,01:00:01,sub,27.899,63.8
planting,06/07/2018,PLPE,A,na,na,na,11:00:01,sub,27.85,59.3
planting,06/07/2018,PLPE,A,na,na,na,02:00:01,sub,27.751,65.2
planting,06/07/2018,PLPE,A,na,na,na,03:00:01,sub,27.628,66.3
planting,06/07/2018,PLPE,A,na,na,na,04:00:01,sub,27.505,67.2
planting,06/07/2018,PLPE,A,na,na,na,05:00:01,sub,27.382,68.2
planting,06/07/2018,PLPE,A,na,na,na,06:00:01,sub,27.259,69.4
planting,06/07/2018,PLPE,A,na,na,na,08:00:01,sub,27.235,66.9
planting,06/07/2018,PLPE,A,na,na,na,09:00:01,sub,27.161,61.2
planting,06/07/2018,PLPE,A,na,na,na,10:00:01,sub,27.161,59.2
