timepoint,date,river,treatment,transect,side,point,veg.plot,number,replicate,position,x.coord,y.coord,original.mm,measure.mm,change.mm
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Circle,4,4,150,151,1
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Circle,13,12,150,142,-8
baseline,13/02/2018,PLPE,D,50,West,OP.core,OPC-1,34,3,Circle,17,8,150,149,-1
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Circle,23,5,150,145,-5
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Harvesting path,2,3,150,151,1
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Harvesting path,19,1,150,160,10
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Harvesting path,19,10,150,150,0
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Windrow,10,2,150,155,5
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Windrow,23,9,150,150,0
interim.p1.p2,30/07/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Windrow,10,15,150,152,2
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Circle,2,9,150,150,0
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Circle,24,8,150,142,-8
baseline,13/02/2018,PLPE,D,250,West,OP.core,OPC-2,35,1,Windrow,17,11,150,149,-1
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Circle,15,19,150,151,1
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Harvesting path,6,3,150,150,0
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Harvesting path,1,25,150,145,-5
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Harvesting path,21,14,150,150,0
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Windrow,9,21,150,150,0
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Windrow,16,8,150,145,-5
interim.p1.p2,30/08/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Windrow,2,4,150,150,0
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Circle,8,2,150,150,0
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Circle,12,15,150,152,2
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Circle,23,18,150,150,0
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Harvesting path,1,24,150,153,3
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Harvesting path,21,14,150,150,0
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Harvesting path,17,22,150,150,0
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Windrow,23,24,150,150,0
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Windrow,20,4,150,152,2
interim.p1.p2,30/08/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Windrow,10,16,150,154,4
interim.p2.p3,26/09/2023,PLPE,C,50,West,OP.core,OPC-1,32,1,Windrow,10,2,150,155,5
baseline,13/02/2018,PLPE,D,250,West,OP.core,OPC-2,35,2,Harvesting path,8,12,150,149,-1
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Circle,10,11,150,162,12
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Circle,16,9,150,150,0
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Circle,10,22,150,148,-2
baseline,13/02/2018,PLPE,D,250,West,OP.core,OPC-2,35,3,Windrow,5,2,150,148,-2
interim.p3.p4,26/07/2024,PLPE,C,50,West,OP.core,OPC-1,32,1,Windrow,10,2,150,155,5
interim.p3.p4,26/08/2024,PLPE,C,50,West,OP.core,OPC-1,32,1,Windrow,10,2,150,155,5
interim.p3.p4,26/09/2024,PLPE,C,50,West,OP.core,OPC-1,32,1,Windrow,10,2,150,155,5
baseline,13/02/2018,PLPE,D,50,West,OP.core,OPC-1,34,1,Harvesting path,15,2,150,148,-2
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Harvesting path,11,25,150,154,4
interim.p2.p3,21/04/2023,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p2.p3,25/05/2023,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p2.p3,26/06/2023,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p2.p3,26/07/2023,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p2.p3,26/08/2023,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p3.p4,26/07/2024,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p3.p4,26/08/2024,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
interim.p3.p4,26/09/2024,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,155,5
baseline,13/02/2018,PLPE,D,350,East,OP.core,OPC-2,16,1,Harvesting path,2,3,150,148,-2
baseline,13/02/2018,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,148,-2
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Harvesting path,14,6,150,148,-2
interim.p3.p4,25/10/2024,PLPE,D,350,East,OP.core,OPC-2,16,3,Circle,14,2,150,155,5
interim.p3.p4,25/11/2024,PLPE,D,350,East,OP.core,OPC-2,16,3,Circle,14,2,150,155,5
interim.p3.p4,25/12/2024,PLPE,D,350,East,OP.core,OPC-2,16,3,Circle,14,2,150,155,5
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Harvesting path,12,18,150,150,0
baseline,13/02/2018,PLPE,D,250,West,OP.core,OPC-2,35,3,Circle,5,7,150,148,-2
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Windrow,16,20,150,153,3
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Windrow,10,5,150,152,2
baseline,13/02/2018,PLPE,D,250,West,OP.core,OPC-2,35,2,Windrow,20,18,150,148,-2
interim.p1.p2,30/08/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Windrow,4,19,150,145,-5
baseline,13/02/2018,PLPE,D,50,West,OP.core,OPC-1,34,1,Circle,13,1,150,147,-3
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Circle,4,4,150,151,1
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Circle,13,12,150,142,-8
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Circle,23,5,150,146,-4
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Harvesting path,2,3,150,151,1
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Harvesting path,19,1,150,160,10
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Harvesting path,19,10,150,150,0
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Windrow,10,2,150,153,3
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Windrow,23,9,150,150,0
interim.p1.p2,30/08/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Windrow,10,15,150,152,2
interim.p2.p3,25/09/2023,PLPE,D,350,East,OP.core,OPC-2,16,1,Harvesting path,2,3,150,155,5
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Circle,2,9,150,150,0
baseline,13/02/2018,PLPE,D,50,West,OP.core,OPC-1,34,3,Harvesting path,15,15,150,147,-3
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Circle,24,8,150,143,-7
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Circle,15,19,150,151,1
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Harvesting path,6,3,150,150,0
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Harvesting path,1,25,150,145,-5
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Harvesting path,21,14,150,150,0
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Windrow,9,21,150,150,0
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Windrow,16,8,150,145,-5
interim.p1.p2,30/09/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Windrow,2,4,150,150,0
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Circle,8,2,150,150,0
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Circle,12,15,150,145,-5
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Circle,23,18,150,150,0
interim.p3.p4,26/07/2024,PLPE,B,50,West,OP.core,OPC-1,30,1,Harvesting path,10,3,150,155,5
interim.p3.p4,26/08/2024,PLPE,B,50,West,OP.core,OPC-1,30,1,Harvesting path,10,3,150,155,5
interim.p3.p4,26/09/2024,PLPE,B,50,West,OP.core,OPC-1,30,1,Harvesting path,10,3,150,155,5
interim.p2.p3,21/04/2023,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p2.p3,25/05/2023,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p2.p3,26/06/2023,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p2.p3,26/07/2023,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p2.p3,26/08/2023,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p3.p4,26/07/2024,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p3.p4,26/08/2024,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p3.p4,26/09/2024,PLPE,D,250,West,OP.core,OPC-2,35,1,Harvesting path,11,3,150,155,5
interim.p2.p3,25/09/2023,PLPE,C,350,East,OP.core,OPC-2,10,3,Circle,14,3,150,155,5
baseline,13/02/2018,PLPE,D,150,East,OP.core,OPC-1,14,3,Windrow,5,19,150,147,-3
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Harvesting path,1,24,150,153,3
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Harvesting path,21,14,150,150,0
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Harvesting path,17,22,150,150,0
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Windrow,23,24,150,153,3
interim.p2.p3,26/11/2022,PLPE,B,150,East,OP.core,OPC-1,19,2,Harvesting path,18,3,150,155,5
interim.p2.p3,26/12/2022,PLPE,B,150,East,OP.core,OPC-1,19,2,Harvesting path,18,3,150,155,5
interim.p2.p3,29/01/2023,PLPE,B,150,East,OP.core,OPC-1,19,2,Harvesting path,18,3,150,155,5
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,3,Harvesting path,5,17,150,154,4
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Windrow,20,4,150,160,10
interim.p1.p2,30/09/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Windrow,10,16,150,150,0
baseline,26/02/2018,PLPE,A,350,East,OP.core,OPC-2,18,1,Harvesting path,16,20,150,153,3
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Circle,10,11,150,162,12
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Circle,16,9,150,150,0
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Circle,10,22,150,148,-2
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Harvesting path,11,25,150,154,4
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Harvesting path,14,6,150,148,-2
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Harvesting path,12,18,150,150,0
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Windrow,16,20,150,153,3
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Windrow,10,5,150,152,2
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,152,2
interim.p1.p2,30/09/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Windrow,4,19,150,145,-5
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,2,Harvesting path,24,6,150,152,2
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Circle,4,4,150,152,2
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Circle,13,12,150,145,-5
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,2,Harvesting path,22,18,150,152,2
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,1,Harvesting path,7,20,150,152,2
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Circle,23,5,150,146,-4
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Harvesting path,2,3,150,151,1
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Harvesting path,19,1,150,160,10
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Harvesting path,19,10,150,150,0
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Windrow,10,2,150,153,3
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Windrow,23,9,150,150,0
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,1,Harvesting path,14,22,150,152,2
interim.p1.p2,30/09/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Windrow,10,15,150,152,2
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Circle,2,9,150,150,0
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Circle,24,8,150,143,-7
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Circle,15,19,150,151,1
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Harvesting path,6,3,150,150,0
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Harvesting path,1,25,150,145,-5
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Harvesting path,21,14,150,150,0
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Windrow,9,21,150,151,1
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Windrow,16,8,150,145,-5
post2,30/10/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Windrow,2,4,150,150,0
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Circle,8,2,150,150,0
interim.p3.p4,26/07/2024,PLPE,B,250,West,OP.core,OPC-2,31,3,Windrow,5,4,150,155,5
interim.p3.p4,26/08/2024,PLPE,B,250,West,OP.core,OPC-2,31,3,Windrow,5,4,150,155,5
interim.p3.p4,26/09/2024,PLPE,B,250,West,OP.core,OPC-2,31,3,Windrow,5,4,150,155,5
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Circle,12,15,150,145,-5
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Circle,23,18,150,150,0
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Harvesting path,1,24,150,153,3
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Harvesting path,21,14,150,150,0
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Harvesting path,17,22,150,150,0
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,1,Windrow,23,24,150,153,3
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,2,Windrow,20,4,150,150,0
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,151,1
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,1,Windrow,20,5,150,151,1
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,151,1
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,151,1
interim.p2.p3,21/04/2023,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,155,5
interim.p2.p3,25/05/2023,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,155,5
interim.p2.p3,24/06/2023,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,155,5
interim.p2.p3,25/07/2023,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,155,5
interim.p2.p3,25/08/2023,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,155,5
post2,30/10/2021,PLPE,B,50,West,buffer.core,BC-1 ,22,3,Windrow,10,16,150,150,0
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,3,Harvesting path,1,14,150,151,1
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Circle,10,11,150,162,12
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Circle,16,9,150,152,2
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Circle,10,22,150,148,-2
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,3,Circle,19,21,150,151,1
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Harvesting path,11,25,150,154,4
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Harvesting path,14,6,150,148,-2
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Harvesting path,12,18,150,150,0
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,1,Windrow,16,20,150,153,3
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,2,Windrow,10,5,150,152,2
post2,30/10/2021,PLPE,C,50,West,buffer.core,BC-1 ,26,3,Windrow,4,19,150,145,-5
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Circle,4,4,150,152,2
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Circle,13,12,150,145,-5
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,3,Circle,19,22,150,151,1
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,2,Circle,7,3,150,150,0
baseline,26/02/2018,PLPE,A,350,East,OP.core,OPC-2,18,3,Harvesting path,20,3,150,150,0
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Circle,23,5,150,146,-4
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Harvesting path,2,3,150,151,1
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Harvesting path,19,1,150,160,10
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Harvesting path,19,10,150,150,0
baseline,26/02/2018,PLPE,A,350,East,OP.core,OPC-2,18,2,Harvesting path,3,8,150,150,0
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,1,Windrow,10,2,150,153,3
interim.p1.p2,30/12/2020,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/01/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/03/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/04/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/05/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/06/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/07/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/08/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/09/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,2,Windrow,23,9,150,150,0
post2,30/10/2021,PLPE,D,50,West,buffer.core,BC-1 ,28,3,Windrow,10,15,150,152,2
post2,30/11/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Circle,2,9,150,150,0
baseline,26/02/2018,PLPE,A,350,East,OP.core,OPC-2,18,3,Windrow,4,16,150,150,0
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,2,Windrow,7,23,150,150,0
baseline,26/02/2018,PLPE,A,50,West,OP.core,OPC-1,24,2,Windrow,13,23,150,150,0
interim.p2.p3,29/07/2022,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p2.p3,25/08/2022,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p2.p3,26/10/2022,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
interim.p2.p3,26/12/2022,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p2.p3,29/01/2023,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p2.p3,28/02/2023,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
interim.p2.p3,30/03/2023,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
interim.p2.p3,26/09/2023,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,2,Windrow,14,23,150,150,0
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,1,Harvesting path,11,3,150,149,-1
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,149,-1
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,3,Windrow,11,10,150,149,-1
post2,30/11/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Circle,24,8,150,143,-7
interim.p3.p4,26/10/2024,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
interim.p3.p4,26/11/2024,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
interim.p3.p4,26/12/2024,PLPE,D,50,West,OP.core,OPC-1,34,2,Windrow,3,5,150,155,5
interim.p1.p2,30/02/2021,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,155,5
interim.p1.p2,30/06/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/07/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/08/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/09/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/10/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/11/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/12/2020,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/01/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/03/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/04/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/05/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/06/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/07/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p1.p2,30/08/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
baseline,26/02/2018,PLPE,A,250,West,OP.core,OPC-2,23,1,Circle,13,15,150,149,-1
baseline,26/02/2018,PLPE,A,350,East,OP.core,OPC-2,18,1,Circle,3,20,150,149,-1
interim.p2.p3,29/07/2022,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p2.p3,25/08/2022,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p2.p3,28/09/2022,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p2.p3,28/02/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p2.p3,30/03/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p2.p3,26/09/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,2,Circle,2,21,150,149,-1
post2,30/11/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,3,Circle,15,19,150,151,1
interim.p1.p2,30/02/2021,PLPE,A,50,West,OP.core,OPC-1,24,3,Windrow,5,5,150,155,5
interim.p2.p3,25/09/2023,PLPE,C,150,East,OP.core,OPC-1,9,2,Windrow,7,5,150,155,5
baseline,26/02/2018,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,148,-2
post2,30/11/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,1,Harvesting path,6,3,150,150,0
baseline,26/02/2018,PLPE,A,350,East,OP.core,OPC-2,18,1,Windrow,11,6,150,148,-2
post2,30/11/2021,PLPE,A,50,West,buffer.core,BC-1 ,20,2,Harvesting path,1,25,150,145,-5
