timepoint,date,river,treatment,transect,side,point,veg.plot,number,replicate,position,x.coord,y.coord,original.mm,measure.mm,change.mm
interim.p1.p2,30/09/2021,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
post3,28/12/2023,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Harvesting path,24,2,150,156,6
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,2,Harvesting path,22,18,150,155,5
post3,28/12/2023,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Harvesting path,23,12,150,155,5
post3,28/12/2023,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Harvesting path,2,24,150,156,6
post3,28/12/2023,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Windrow,23,19,150,152,2
post3,25/06/2024,PLPE,A,50,West,OP.core,OPC-1,24,2,Windrow,13,23,150,155,5
interim.p2.p3,29/07/2022,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
interim.p2.p3,25/08/2022,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
interim.p2.p3,28/09/2022,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
interim.p2.p3,28/02/2023,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
interim.p2.p3,30/03/2023,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
interim.p1.p2,30/02/2021,PLPE,C,250,West,OP.core,OPC-2,33,2,Windrow,15,15,150,143,-7
post3,28/12/2023,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Windrow,17,11,150,152,2
post3,28/12/2023,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Windrow,6,17,150,148,-2
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Circle,7,13,150,156,6
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,3,Harvesting path,1,14,150,154,4
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,1,Windrow,20,15,150,154,4
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Circle,14,9,150,143,-7
post3,25/06/2024,PLPE,A,50,West,OP.core,OPC-1,24,3,Circle,19,21,150,154,4
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,2,Windrow,7,23,150,154,4
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Circle,23,20,150,146,-4
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Harvesting path,25,12,150,146,-4
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Harvesting path,8,5,150,155,5
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Harvesting path,10,23,150,142,-8
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Windrow,19,7,150,149,-1
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Windrow,18,17,150,148,-2
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,2,Harvesting path,3,8,150,153,3
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,3,Windrow,11,10,150,153,3
post3,28/12/2023,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Windrow,2,4,150,152,2
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Circle,23,22,150,157,7
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Circle,8,23,150,156,6
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Circle,9,7,150,149,-1
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Harvesting path,3,23,150,154,4
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,3,Windrow,4,16,150,153,3
interim.b.p1,30/09/2019,PLPE,B,150,East,OP.core,OPC-1,19,3,Harvesting path,17,19,150,143,-7
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,3,Harvesting path,5,17,150,153,3
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Harvesting path,23,12,150,157,7
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,2,Windrow,14,23,150,153,3
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Harvesting path,6,4,150,155,5
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,3,Circle,19,24,150,153,3
interim.p2.p3,29/07/2022,PLPE,A,50,West,OP.core,OPC-1,24,1,Harvesting path,7,20,150,143,-7
interim.p2.p3,25/08/2022,PLPE,A,50,West,OP.core,OPC-1,24,1,Harvesting path,7,20,150,143,-7
interim.p2.p3,28/09/2022,PLPE,A,50,West,OP.core,OPC-1,24,1,Harvesting path,7,20,150,143,-7
interim.p2.p3,28/02/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Harvesting path,7,20,150,143,-7
interim.p2.p3,30/03/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Harvesting path,7,20,150,143,-7
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Windrow,13,23,150,146,-4
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,1,Harvesting path,11,3,150,152,2
interim.p2.p3,21/04/2023,PLPE,A,350,East,OP.core,OPC-2,18,2,Windrow,22,20,150,143,-7
interim.p2.p3,25/05/2023,PLPE,A,350,East,OP.core,OPC-2,18,2,Windrow,22,20,150,143,-7
interim.p2.p3,24/06/2023,PLPE,A,350,East,OP.core,OPC-2,18,2,Windrow,22,20,150,143,-7
interim.p2.p3,25/07/2023,PLPE,A,350,East,OP.core,OPC-2,18,2,Windrow,22,20,150,143,-7
interim.p2.p3,25/08/2023,PLPE,A,350,East,OP.core,OPC-2,18,2,Windrow,22,20,150,143,-7
interim.p2.p3,25/09/2023,PLPE,B,150,East,OP.core,OPC-1,19,2,Circle,5,21,150,143,-7
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,1,Circle,7,4,150,152,2
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,3,Windrow,3,5,150,152,2
post3,25/06/2024,PLPE,A,50,West,OP.core,OPC-1,24,2,Harvesting path,24,6,150,152,2
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Windrow,20,7,150,142,-8
post3,28/12/2023,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Windrow,4,9,150,153,3
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,1,Harvesting path,16,20,150,152,2
interim.p1.p2,30/07/2020,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p1.p2,30/08/2020,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p1.p2,30/03/2021,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p1.p2,30/04/2021,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p1.p2,30/05/2021,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p1.p2,30/06/2021,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p2.p3,27/02/2023,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
interim.p2.p3,30/03/2023,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,1,Circle,15,11,150,154,4
interim.p1.p2,30/02/2021,PLPE,D,350,East,OP.core,OPC-2,16,2,Harvesting path,10,22,150,143,-7
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,2,Circle,3,14,150,153,3
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,3,Circle,24,14,150,145,-5
interim.b.p1,30/06/2019,PLPE,A,250,West,OP.core,OPC-2,23,2,Windrow,7,23,150,143,-7
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,1,Harvesting path,23,10,150,155,5
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,2,Harvesting path,3,5,150,152,2
interim.p2.p3,29/07/2022,PLPE,C,250,West,OP.core,OPC-2,33,1,Harvesting path,8,23,150,143,-7
interim.p2.p3,25/08/2022,PLPE,C,250,West,OP.core,OPC-2,33,1,Harvesting path,8,23,150,143,-7
interim.p2.p3,28/09/2022,PLPE,C,250,West,OP.core,OPC-2,33,1,Harvesting path,8,23,150,143,-7
interim.p2.p3,26/11/2022,PLPE,C,250,West,OP.core,OPC-2,33,1,Harvesting path,8,23,150,143,-7
interim.p2.p3,26/12/2022,PLPE,C,250,West,OP.core,OPC-2,33,1,Harvesting path,8,23,150,143,-7
interim.p2.p3,30/01/2023,PLPE,C,250,West,OP.core,OPC-2,33,1,Harvesting path,8,23,150,143,-7
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,2,Circle,2,21,150,151,1
post3,25/06/2024,PLPE,A,50,West,OP.core,OPC-1,24,2,Circle,7,3,150,150,0
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,3,Harvesting path,14,17,150,153,3
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,1,Windrow,6,16,150,157,7
post3,25/06/2024,PLPE,A,150,East,OP.core,OPC-1,17,2,Harvesting path,25,8,150,150,0
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,2,Windrow,22,18,150,152,2
interim.p2.p3,26/11/2022,PLPE,B,50,West,OP.core,OPC-1,30,3,Windrow,13,23,150,143,-7
interim.p2.p3,26/12/2022,PLPE,B,50,West,OP.core,OPC-1,30,3,Windrow,13,23,150,143,-7
post3,27/01/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,3,Windrow,9,5,150,156,6
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Circle,12,22,150,155,5
interim.p1.p2,30/07/2020,PLPE,D,150,East,OP.core,OPC-1,14,3,Harvesting path,15,23,150,143,-7
interim.p1.p2,30/08/2020,PLPE,D,150,East,OP.core,OPC-1,14,3,Harvesting path,15,23,150,143,-7
interim.p2.p3,25/09/2023,PLPE,C,150,East,OP.core,OPC-1,9,2,Harvesting path,15,23,150,143,-7
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Circle,4,9,150,144,-6
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Circle,21,4,150,152,2
interim.p2.p3,26/10/2022,PLPE,C,50,West,OP.core,OPC-1,32,2,Harvesting path,18,23,150,143,-7
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,1,Circle,13,15,150,148,-2
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,1,Windrow,11,6,150,147,-3
interim.p1.p2,30/12/2020,PLPE,C,50,West,OP.core,OPC-1,32,3,Windrow,21,23,150,143,-7
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,2,Circle,16,10,150,147,-3
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Harvesting path,24,2,150,156,6
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,2,Windrow,22,20,150,146,-4
interim.p1.p2,30/06/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/07/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/08/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/09/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/10/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/11/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/12/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/01/2021,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/03/2021,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/04/2021,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/05/2021,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
interim.p1.p2,30/02/2021,PLPE,C,250,West,OP.core,OPC-2,33,3,Windrow,11,24,150,143,-7
post3,25/06/2024,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,145,-5
post3,25/06/2024,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,145,-5
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Harvesting path,23,12,150,155,5
post3,25/06/2024,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,145,-5
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Harvesting path,2,24,150,156,6
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Windrow,23,19,150,152,2
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Windrow,17,11,150,152,2
post3,25/06/2024,PLPE,A,350,East,OP.core,OPC-2,18,3,Harvesting path,20,3,150,143,-7
interim.p1.p2,30/06/2020,PLPE,D,50,West,OP.core,OPC-1,34,1,Harvesting path,15,2,150,142,-8
interim.p1.p2,30/07/2020,PLPE,D,50,West,OP.core,OPC-1,34,1,Harvesting path,15,2,150,142,-8
interim.p1.p2,30/08/2020,PLPE,D,50,West,OP.core,OPC-1,34,1,Harvesting path,15,2,150,142,-8
post3,27/01/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Windrow,6,17,150,148,-2
post3,25/06/2024,PLPE,B,350,East,OP.core,OPC-2,8,2,Windrow,24,19,150,157,7
interim.p2.p3,28/02/2023,PLPE,C,50,West,OP.core,OPC-1,32,1,Harvesting path,18,3,150,142,-8
interim.p2.p3,26/09/2023,PLPE,C,50,West,OP.core,OPC-1,32,1,Harvesting path,18,3,150,142,-8
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Circle,7,13,150,156,6
post3,25/06/2024,PLPE,B,250,West,OP.core,OPC-2,31,1,Harvesting path,13,2,150,156,6
interim.p1.p2,30/06/2020,PLPE,A,350,East,OP.core,OPC-2,18,3,Harvesting path,20,3,150,142,-8
interim.p2.p3,27/02/2023,PLPE,A,350,East,OP.core,OPC-2,18,3,Harvesting path,20,3,150,142,-8
interim.p2.p3,30/03/2023,PLPE,A,350,East,OP.core,OPC-2,18,3,Harvesting path,20,3,150,142,-8
post3,25/06/2024,PLPE,B,150,East,OP.core,OPC-1,19,2,Harvesting path,18,3,150,156,6
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Circle,14,9,150,143,-7
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Circle,23,20,150,146,-4
post3,25/06/2024,PLPE,B,250,West,OP.core,OPC-2,31,2,Windrow,16,16,150,156,6
interim.p1.p2,30/09/2021,PLPE,C,50,West,OP.core,OPC-1,32,1,Circle,13,4,150,142,-8
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Harvesting path,25,12,150,146,-4
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Harvesting path,8,5,150,155,5
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Harvesting path,10,23,150,142,-8
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Windrow,19,7,150,149,-1
post3,25/06/2024,PLPE,B,50,West,OP.core,OPC-1,30,1,Circle,14,6,150,155,5
post3,25/06/2024,PLPE,B,50,West,OP.core,OPC-1,30,1,Windrow,17,7,150,155,5
interim.p2.p3,29/07/2022,PLPE,C,50,West,OP.core,OPC-1,32,1,Circle,13,4,150,142,-8
interim.p2.p3,25/08/2022,PLPE,C,50,West,OP.core,OPC-1,32,1,Circle,13,4,150,142,-8
interim.p2.p3,28/09/2022,PLPE,C,50,West,OP.core,OPC-1,32,1,Circle,13,4,150,142,-8
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Windrow,18,17,150,148,-2
post3,27/01/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Windrow,2,4,150,152,2
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Circle,23,22,150,157,7
post3,25/06/2024,PLPE,B,350,East,OP.core,OPC-2,8,2,Circle,20,7,150,155,5
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Circle,8,23,150,156,6
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Circle,9,7,150,149,-1
interim.p1.p2,30/07/2020,PLPE,C,150,East,OP.core,OPC-1,9,3,Harvesting path,15,5,150,142,-8
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Harvesting path,3,23,150,154,4
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Harvesting path,23,12,150,157,7
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Harvesting path,6,4,150,155,5
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Windrow,13,23,150,146,-4
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Windrow,20,7,150,142,-8
post3,27/01/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Windrow,4,9,150,153,3
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,1,Circle,15,11,150,154,4
interim.p2.p3,21/04/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,142,-8
interim.p2.p3,25/05/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,142,-8
interim.p2.p3,26/06/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,142,-8
interim.p2.p3,26/07/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,142,-8
interim.p2.p3,26/08/2023,PLPE,A,50,West,OP.core,OPC-1,24,3,Harvesting path,18,7,150,142,-8
post3,25/06/2024,PLPE,B,250,West,OP.core,OPC-2,31,1,Circle,4,19,150,155,5
post3,25/06/2024,PLPE,B,50,West,OP.core,OPC-1,30,3,Harvesting path,19,22,150,155,5
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,2,Circle,3,14,150,153,3
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,3,Circle,24,14,150,145,-5
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,1,Harvesting path,23,10,150,155,5
interim.p2.p3,28/02/2023,PLPE,C,250,West,OP.core,OPC-2,33,2,Circle,10,8,150,142,-8
interim.p2.p3,30/03/2023,PLPE,C,250,West,OP.core,OPC-2,33,2,Circle,10,8,150,142,-8
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,2,Harvesting path,3,5,150,152,2
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,3,Harvesting path,14,17,150,153,3
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,1,Windrow,6,16,150,157,7
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,2,Windrow,22,18,150,152,2
post3,25/06/2024,PLPE,B,350,East,OP.core,OPC-2,8,3,Circle,24,24,150,155,5
post3,26/02/2024,PLPE,A,350,East,buffer.core,BC-2 ,5,3,Windrow,9,5,150,156,6
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Circle,12,22,150,155,5
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Circle,4,9,150,144,-6
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Circle,21,4,150,152,2
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Harvesting path,24,2,150,156,6
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Harvesting path,23,12,150,155,5
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Harvesting path,2,24,150,156,6
interim.p2.p3,21/04/2023,PLPE,C,350,East,OP.core,OPC-2,10,2,Harvesting path,25,8,150,142,-8
interim.p2.p3,25/05/2023,PLPE,C,350,East,OP.core,OPC-2,10,2,Harvesting path,25,8,150,142,-8
interim.p2.p3,24/06/2023,PLPE,C,350,East,OP.core,OPC-2,10,2,Harvesting path,25,8,150,142,-8
interim.p2.p3,25/07/2023,PLPE,C,350,East,OP.core,OPC-2,10,2,Harvesting path,25,8,150,142,-8
interim.p2.p3,25/08/2023,PLPE,C,350,East,OP.core,OPC-2,10,2,Harvesting path,25,8,150,142,-8
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,1,Windrow,23,19,150,152,2
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,2,Windrow,17,11,150,152,2
post3,26/02/2024,PLPE,B,350,East,buffer.core,BC-2 ,7,3,Windrow,6,17,150,148,-2
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Circle,7,13,150,156,6
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Circle,14,9,150,143,-7
interim.p2.p3,21/04/2023,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,142,-8
interim.p2.p3,25/05/2023,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,142,-8
interim.p2.p3,26/06/2023,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,142,-8
interim.p2.p3,26/07/2023,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,142,-8
interim.p2.p3,26/08/2023,PLPE,A,250,West,OP.core,OPC-2,23,2,Circle,6,9,150,142,-8
post3,25/06/2024,PLPE,B,50,West,OP.core,OPC-1,30,1,Harvesting path,10,3,150,154,4
interim.p2.p3,21/04/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,142,-8
interim.p2.p3,25/05/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,142,-8
interim.p2.p3,26/06/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,142,-8
interim.p2.p3,26/07/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,142,-8
interim.p2.p3,26/08/2023,PLPE,A,50,West,OP.core,OPC-1,24,1,Circle,13,9,150,142,-8
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Circle,23,20,150,146,-4
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Harvesting path,25,12,150,146,-4
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Harvesting path,8,5,150,155,5
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Harvesting path,10,23,150,142,-8
post3,25/06/2024,PLPE,B,250,West,OP.core,OPC-2,31,3,Windrow,5,4,150,154,4
post3,25/06/2024,PLPE,B,150,East,OP.core,OPC-1,19,3,Windrow,25,9,150,154,4
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,1,Windrow,19,7,150,149,-1
post3,25/06/2024,PLPE,B,150,East,OP.core,OPC-1,19,2,Windrow,11,11,150,154,4
interim.p1.p2,30/08/2020,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/09/2020,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/10/2020,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/11/2020,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/12/2020,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/03/2021,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/04/2021,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/05/2021,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/06/2021,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p1.p2,30/07/2021,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p2.p3,26/10/2022,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p2.p3,27/02/2023,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p2.p3,30/03/2023,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
interim.p2.p3,25/09/2023,PLPE,D,350,East,OP.core,OPC-2,16,3,Harvesting path,15,11,150,142,-8
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,2,Windrow,18,17,150,148,-2
post3,26/02/2024,PLPE,C,350,East,buffer.core,BC-2 ,12,3,Windrow,2,4,150,152,2
interim.p1.p2,30/08/2020,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/09/2020,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/10/2020,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/11/2020,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/12/2020,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/01/2021,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/03/2021,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/04/2021,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/05/2021,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/06/2021,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/07/2021,PLPE,C,350,East,OP.core,OPC-2,10,2,Windrow,3,12,150,142,-8
interim.p1.p2,30/11/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Harvesting path,8,12,150,142,-8
interim.p1.p2,30/12/2020,PLPE,C,250,West,OP.core,OPC-2,33,3,Harvesting path,8,12,150,142,-8
post3,26/02/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Circle,23,22,150,157,7
post3,26/02/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Circle,8,23,150,156,6
post3,26/02/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,3,Circle,9,7,150,149,-1
post3,26/02/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,1,Harvesting path,3,23,150,154,4
post3,26/02/2024,PLPE,D,350,East,buffer.core,BC-2 ,15,2,Harvesting path,23,12,150,157,7
